Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
4,It was an interesting and new experience,The whole experience was enriching and challenging Though it was new and demanding at first the senior workers assisted me and made me more comfortable and as time pass I became more ok with all the work load passed to me,nan,nan,Ntuc food packer,Former Employee,Hougang mall,16/01/2017
4,fun workplace,interesting and fun job i got a chance to feel what its like in a grocery store its all hardwork i learnt that i should be thankful for what i have,nan,nan,Fresh Department,Former Employee,Toa Payoh,9/1/2017
1,I have experience more thing and new things but the salary is not enough,I have experience new things in this company and I have learned more from it but the only problem is that the salary is not reasonable to my needs,nan,nan,General assembler,Former Employee,Burgersfort,6/1/2017
4,Good start,I pretty enjoy working there as colleagues there are all friendly not even so I have a friendly boss who do not give up on me when i was about to fall Till then I finally finished my 2 months there as a temporary staffs,nan,nan,Admin Assistant,Former Employee,Pioneer,8/12/2016
5,stylish and clean workplace,When i was working at Fair Price on the Mothers day holiday I was so excited to see womens happy because there were lower prices for materials for them,nan,nan,Shop Assistant,Former Employee,Vryheid KwaZuluNatal,7/11/2016
4,challengingfun,Working for fair price is a challenging job as productivitycustomer handling and good communication skills need to be applied as its good for the growth of the company and customer satisfactiontherefore hard work needs to be put while working for fair price Its fun working with people who give you the ability to wake up and put you in the mood for work,nan,nan,Warehouse Supervisor,Former Employee,Clayville Gauteng,15/09/2016
3,Enjoy working with many people and happy to help elderly customers,when you handle difficult fussy customers you have to identified their feeling either unhappy or sad shopping experieced management very understanding the problems facing by all cashiers at the counter Coworkers all are supportive and team work Hardest part are when get scolded by customers because of promotion items wrong price or customers get rotten fruits spoil items The most enjoyable part is when you get friendlygood customer,Annual Dinner and Dance,short breaks working hour till midnight,Part time Cashier,Current Employee,Bukit Panjang Plaza,13/09/2016
3,dangger workplace,I learn a lot of thing at this working place like SAP system Ordering stock control I am happy I got at good teachermanager team leader to teach me But at this working place no enough staff to operate,nan,nan,retail assitant Ateamleader,Current Employee,Singapore,4/9/2016
5,Okay,A typical day would be quiet during day and crowded during night especially weekends and public holiday Learned a lot of stuff but mostly about retail Stock ordering is the hardest sometime it sell fast because there is an offer sometime it just stuck in your backstore seeing those stock being sold i feel some sense of achievement Co worker are friendly mostly older than me able to talk about stuff that i have no idea some in the past some in other industry and some slice of life For hardest part of the work before i promoted to retail supervisor i thought that it was ordering but after i was promoted i found out that coordinating and arrange stock is the hardest such as every thursday advertise special and weekly fairoffermustbuypurchase with purchase and sometime new stock that have been launched we have to arrange into normal shelf without breaking the previous arrangement grouping The enjoyable part of the job would be seeing customer able to get what they want to buy and happily head off to the counter for example few occasion when customer asked me location of the items they want and i was able to show it to them and they thanked me and head off to the counter some even came from faraway just to get the stuff of course nice versa if after i showed customer the product location and its out of stock i would feel a bit remorse especially if i was in charge of the lane that the product was,nan,nan,Retail Supervisor,Current Employee,Punggol waterway point,15/08/2016
5,good,Good benefits great team members excellent company I enjoy working here and am currently looking for new challendges,nan,nan,Sales Representative,Current Employee,Jem Jurong Gateway,2/7/2016
3,part time job work in weekend,Parttime retail assistant in NonFood department which mostly work in weekend the objective is to enhance my social experience and also to earn some pocket money,nan,nan,Parttime retail assistant,Former Employee,Bukit Timah,25/05/2016
4,Work,I learn how to handle customer and now in savills I learn how to manage residence enquiry in this MA line I seen many type of people and their view on each of them,nan,nan,Team Leader,Former Employee,Bedok,12/2/2016
4,Fun and interesting workplace,I learnt to be more detailed and attentive to the demands of the customers The management was easy to talk to easy to relate to and I can go to the supervisors anytime I feel uncomfortable I also learnt to be patient and understanding the coworkers are easy to get along with and the camaraderie between coworkers supervisors and managers,nan,nan,Cashier Customer Service Officer,Former Employee,Bukit Timah Plaza,5/1/2016
3,Confortable with friendly colleagues around,Ive learnt how to manage customers wants needs Even handle their complains over a product Communication among the Chief Cashiers is down with the staffs too CoWorkers are friendly and always make my day And the most enjoyable part of the job is to see my customers smilelaugh with the service provided,nan,nan,Cashier PT,Current Employee,Clementi Mall,15/09/2015
4,Overall Culture,The best part about working in FairPrice is the kind of family feeling that u will get when u work there Everyone treats each other like a family member and it is very enjoyable working in this company despite its low pay and long hours at time depending on the season,nan,nan,Purchasing Manager,Former Employee,Mountbatten Square,7/3/2015
4,Place where I learn a lot about working life,The typical day at work start with quality checking all the goods displayed in the store and remove any goods which has gone bad or look bad Then replenish the goods if those displayed is depleting very quickly Soon we will get ready for the arrival of the stocks And this is where team work will happen my coworkers and I will move the stocks together because they are really heavy and we will be assigned to replenish different goods to speed things up Basically team work is key and also being able to attend to customers queries Some times customers would not be able to find certain products and they will ask any staff they see So even though the product is not under your section you need to be able to know where exactly it is placed to help customer Thus I also learn that we should be fully aware of our working environment The hardest part of this job is definitely unloading the goods because each box of apples are of multiple kgs and we do not have proper equipment which can help unload the goods easier And hence most of the time we might end up hurting ourselves Most enjoyable part of the job is being to work with a group of people who are passionate of their job and is willing to take care of you and teach you their great wealth of knowledge,nan,nan,Retail Assistant,Former Employee,Buangkok,5/3/2015
4,Allows me to identify and recommend what needs to be done,The management structure has too many layers Meaning that if anything needs to be done then there is many layer of approval that need to be gotten before the project can move forward Work life balance is not that great as many times work was required to be done on off days and also outside working hours The good thing is that in my role I can identify areas that need improvements and recommend corrective actions in the form of training programs that can be conducted Though not all the programs are approved I can work around them to arrive at alternative solutions,nan,nan,Manager Training Development,Former Employee,SIngapore,24/02/2015
4,Fair treatment to all staff from management,Enjoying work and continuous learning on my daily duties I have improved further my skills in training and multi tasking Management has been very fair with their employees regardless of their race and religion My colleagues are supportive and have respect with one another Language barrier is my greatest challenge since I dont know how speak mandarin I always feel very happy seeing my staff climbing up the corporate ladder,nan,nan,Sales Team Leader,Current Employee,Jurong East Mall,14/11/2014
5,they are selling everythings,i have been worked in fair price singapore as a cashierso i got a lot of experience about central cash and big amount of money exchange voucher gift voucher refund voucher cash machine and how to use credit machine offline machine how to sell to the mobile card,nan,nan,Cashier,Former Employee,singapore,15/08/2014
3,Create and maintain a loyal customer base,Over 6 years’ extensive Salesman experience within diverse retail settings• Adept at operating cash register Busy functions ok good week days lunch time,nan,nan,Retail Sales Associate,Former Employee,Mumbai MH,4/8/2014
5,Happy and Fun Workplace,Life is short and just worked in a place full of happiness will do,nan,nan,HR Officer,Former Employee,Thomson,22/04/2014
3,Fastpace environment,For a typical day of work I will be preparing quotations for major customers or coordinating with warehouse representatives or purchasers for bulk discountsFrom time to time I also handle escalated customer issues Minimal coworkers with friendly deposition politics is terrible in the company Hardest part of my job will be managing difficult customers Most enjoyable part of the job is that is it everchallenging and fast pace There is rarely a moment for resting,nan,nan,Online Store Executive,Former Employee,Singapore S00,5/3/2014
5,fun with the collegue,everybody in NTUC Fairprice are very friendly fun to work with because they are aunties that are very energetic and very concern towards each other,nan,nan,cahier,Former Employee,Bishan,15/10/2012
4,Best Place to work,A typical day at work is very challengingeveryday is considered as a new day where surprises arise and you need to adopt everything that is happening from customer compliments to their complaints and questionsI learned to supervise and manage a store being manned by staff of different nationalityVarying in culturebeliefs and attitudes even agesThe management is supportive in providing training and educating its staff in order to upgrade in terms of efficiency towards work and have a positive mind setMy coworkers and I practices teamwork for us to attain our common goal for the store and as often as needed we practice professionalism and respect regardless of racesThe hardest part of my job is when you need to cope up with the manpower shortages and you need to help all the staff on their day to day activityWhen you need to reach out beyond your duty in order to make things done as needed and when it is needed The most enjoyable part of my job is the learning that this kind of work has brought me that made me improve as an employeeleader and as a person,nan,nan,Retail Supervisor,Current Employee,Rochor Center,21/09/2012
1,Supervisor,Bpp branch 的人事上有很大的问题。 1，小题大做 2，喜欢在客户前苛刻大声指责你。 3，必须早去15分钟和晚回3040分钟。结账，但不包括工作时间。No OT 4，多数员工的素质有问题。喜欢大声嚷嚷，推卸责任。,nan,nan,Cashier Parttime,Current Employee,Bukit Panjang,10/1/2020
1,员工态度差,虽然我不是你们公司的员工，我是个送货员，你们tampines mall NTUC 的收货员态度非常非常的差，几乎每天都会听到她在乱骂人，给人感觉她好像看人不顺眼就会开口是也骂不是也骂，有的还会听到她叫人去死一些不好听的语言，里面有些员工态度也不友善，希望贵公司的高层能够处理你们员工的态度，不管我们是送货的还是顾客都不希望有这些不友善的对待，谢谢,nan,nan,送货员,Former Employee,Tampines mall,24/11/2019
4,工作不难，可是同事不合作,因为公司要cut OT，明明需要留的人 却又不被批准，那些每天走来走去的人 却被留下OT。完全无法理解。做工的人 付出那么多的人都不被看到。厉害说话那些 就成为老板的心腹。早上8 到晚上9 ，paylist 出来时 却不一样的薪水，老板就说 我没有叫你留下。 缺人缺的要死，却说我们部门人太多，名在我们部门下 人却不是。做得身累心也累。 东西不难做， 可是顾客多，补货 安排货足够 可是人手不足，空了又被拍照说我们让它空。 一双手 十个人的工，而且全是 aunty uncle，我也不懂该说什么了。,工作不难,人手 ，OT manager,Retail Assistant,Former Employee,Singapore,2/10/2018
