Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
4,Decent workplace with minor benefits,nan,Part of RD team lots of exposure to new and emerging tech stacks Snacks clean workspace chill team,Lack of food choices Far from my home Dull working atmosphere,Software Engineer,Current Employee,Ang Mo Kio New Town,21/09/2022
5,Nice Start,nan,nice people and patient people to work with,slow progression for current employees cos too many people in company,Software Engineer,Current Employee,Ang Mo Kio New Town,08/10/2022
4,Great people low salary,nan,The people here are great colleagues No toxic people here,Low salary pay for a big company,Senior Engineer,Current Employee,Ang Mo Kio New Town,09/10/2022
5,Know more,nan,Nice challenging environment and if lucky great boss,Government projects can be very taxing,Manager,Current Employee,Jurong East New Town,13/10/2022
3,Review for ST,nan,Flexible working arrangements Operates like a SME,Draw lines very clearly Pretty much on your own for some divisions,Anonymous Employee,Current Employee,nan,06/10/2022
3,Good people Interesting job,nan,Good management culture People are nice,Salary is way too low compared to other organisations,Engineer,Current Employee,Singapore,08/10/2022
4,Overtime even if you decline,nan,OT is always available if you are willing,OT till you dont wantSeems if you dont OTyou are not supporting Customer demanding,Engineer,Current Employee,nan,26/09/2022
4,Engineer,nan,Colleagues are helpful and support when require Flexible and depending the managers you are under with can be understanding on technical issues Work life balance is good,increment is low since based on average market rate Improvement takes time and depending if the management willing to take risk in changes,Engineer,Current Employee,Singapore,17/07/2022
4,Place to start your career,nan,Great place to learn and explore your interest As long as youre willing to learn you will be assigned and rotated to different roles,Capable people get too much workload and burnout occur frequently,Deputy District Manager,Current Employee,Singapore,13/09/2022
5,Good work life balance,nan,Good work life balance and fun,Slow increment and slow promotion,Engineering,Former Employee,nan,07/10/2022
3,nan,nan,High starting basic salary at ST,Slow progression unless you are a scholar,Anonymous Employee,Current Employee,Singapore,10/10/2022
4,Job stability,nan,If looking for job stability and good life balance,Progression may depends on the department you are at although there csn be opportunity to transfer,Anonymous Employee,Current Employee,nan,25/09/2022
3,Review,nan,Steady Job with almost no retrenchment,Too many retired SAF staff which does not know how to run the company Bad salary package,Engineer,Current Employee,nan,27/09/2022
3,ST should hire more minorities and scale up the pay,nan,Some managers tends to support the engineers,Managers will always lowball when it comes to pay Low pay in IT industry,nan,Former Employee,Ang Mo Kio New Town,17/09/2022
5,Still unable to create a comprehensive review less than 1 year of working,nan,It appears that the company have good worklife balance for now,1 Working in red zone does not allow me to have my own computer that can access the internet beside me it is troublesome that I have to go to the computer terminal in order to do research 2 Many important website in order to do our job are blocked like Youtube Udemy some URL are blocked Facebook Some of us use our Facebook account to register our Udemy account Google drive Dropbox,Software Engineer,Current Employee,Ang Mo Kio New Town,22/04/2022
2,Engineers are not driven,nan,work life balance Work can be completed relative easy,Nothing much to learn No innovation,Senior Software Engineer,Current Employee,Singapore,26/10/2022
5,Review of work,nan,Good colleagues who are helpful Teamwork,Long working hours Messy HR policies,Human Resources Generalist,Former Employee,nan,25/08/2022
3,Improving,nan,The management is improving Now put the correct person as the manager,Too much workload Tends to overloaded at times,Engineer,Current Employee,nan,22/10/2022
3,Claim Associate,nan,There is a Good teamwork colleague,There is Alot of OT,Claim Associate,Former Employee,nan,26/10/2022
3,Great Colleagues but some bosses are just bosses,nan,Great Colleagues and strong camaraderie And people are willing to help each other when things are tough,but some of the senior management are only bosses and not leaders,Assistant Principal Engineer,Current Employee,nan,18/09/2022
3,Organization,nan,Senior management are supportive and willing to hear from ground,Minority from peers and team playing politics while management do not see and rectify it,Principal Engineer,Former Employee,Ang Mo Kio New Town,07/10/2022
5,,nan,Good job security with stable environment,Career progression slow and its who you know,Manager,Former Employee,Ang Mo Kio New Town,18/08/2022
3,Comfortable Workplace,nan,Your dream workplace to retire to,Many army retirees seeking refuge here with salary higher than those that had contributed many years,Design amp Development Engineer,Current Employee,nan,14/10/2022
4,Good company,nan,1Management support inhouse design 2Have chance to do hundreds millions project 3 Work life balance,1Too stable for the young people 2 Better for scholars,Principal Engineer,Former Employee,nan,07/08/2022
3,Just review,nan,Stable and tons on experience learn,Too much on the plate,Senior Engineer,Current Employee,nan,25/10/2022
1,Dont,nan,Stable Get to leave on time on most days,Erratic senior management Prefer to hire externally than promote internally High attrition rate No replacement,Business Development Executive,Current Employee,Singapore,06/10/2022
3,Good,nan,Good place to work in,Can improve the salary package,Executive,Former Employee,nan,25/10/2022
5,Good compensation,nan,Good pay and lots to learn,Too many changes to senior management,Anonymous Employee,Former Employee,nan,15/08/2022
3,Good,nan,Nice team to work with,Long hours for my shift,IT Help Desk,Former Employee,nan,25/10/2022
1,Bad management,nan,You get lousy pay for more work,Getting exploited working for long hours Boss complaining did not OT enough even though its after 10pm and didnt have any dinner before this 50 dollars increment per year Micromanagement at its best,Anonymous Employee,Former Employee,Singapore,03/10/2022
4,Friendly colleagues and good work environment,nan,Friendly colleagues and good work environment,Compensation seemed to be below the market rate,Assistant Manager,Former Employee,nan,23/07/2022
3,Review for ST,nan,Flexible working arrangements Operates like a SME,Draw lines very clearly Pretty much on your own for some divisions,Anonymous Employee,Current Employee,nan,06/10/2022
3,Good people Interesting job,nan,Good management culture People are nice,Salary is way too low compared to other organisations,Engineer,Current Employee,Singapore,08/10/2022
4,Good company to work for,nan,overall worklife balance is good and friendly experienced colleagues always willing to help,low salary less advancement oppurtunities,Software Engineer,Former Employee,Singapore,19/06/2022
3,Working on Data technologies in ST Engineering,nan,01 Does not micromanaged 02 Tons of freedom flexibility 03 Very good bosses and nice colleagues,01 Noncompetitive pay package compared to the market 02 Too much manual paperwork 03 Running on a very lean team Where most are stretched to the max,Project Manager,Current Employee,nan,23/04/2022
4,Stepping Stone,nan,Work Life Balance Job Security,Slow Pace Growth is Slow,Senior Data Analyst,Former Employee,Singapore,17/07/2022
4,Comfortable for retirement,nan,Learning opportunities Exposure to technology Iron rice bowl,Military culture Lower remuneration Retaining top talent,Programme Manager,Current Employee,nan,17/07/2022
4,Like to pin fault,nan,Good place for retirement Good annual bonus,Lack of guidance from team leadmanagement for younger engineers,Senior Engineer,Current Employee,Singapore,10/05/2022
2,Good Work Life Balance,nan,Work life balance and Co workers are fine,Management kept on changing and result in many of them leaving and now they are employing,Sales,Former Employee,Singapore,07/06/2022
5,Politics driven,nan,Good work life balance and caring managers,Can be slow in terms in adapting to changes,Sales,Current Employee,Singapore,06/07/2022
2,Good starting place,nan,Pay and work life balance,Top management like to play politics,Assistant Marketing Manager,Current Employee,nan,28/06/2022
4,Working Culture,nan,Helpful colleagues Good work life balance Sheltered carpark Cheap food Interesting projects,NAME,Infrastructure Engineer,Former Employee,Ang Mo Kio New Town,03/07/2022
2,Good for new grads,nan,Career progression is improving Communication to staff is improving,Military like culture Too many draw lines Pay not well to senior contributing staff,Project Manager,Current Employee,Singapore,10/06/2022
3,Good company for retiring,nan,You get to learn some new tech You get to practice,NAME,Senior Software Engineer,Current Employee,nan,07/04/2022
3,Review,nan,Job security is quite good,Salary is below market price Benefit is minimum,Principal Data Scientist,Former Employee,Ang Mo Kio New Town,02/07/2022
1,AE,nan,Big company lots of connection,Non technical management cannot effectively lead,Head of Engineering,Former Employee,Singapore,16/08/2022
4,Accountant,nan,Big company easy to have quota,Salary increaae is very low,Assistant Engineer,Former Employee,Singapore,13/07/2022
3,Data Analyst,nan,Stable less stress staff canteen,Increment less politics limited career progression,Accountant,Former Employee,nan,15/07/2022
4,Overall ok,nan,1 Work life balance 2 Stable work,1 Slow pay increase 2 Not able to grow fast,Data Analyst,Former Employee,Singapore,06/07/2022
3,Integrity and consistency,nan,Stable job good colleagues Cant think of anymore,Frequent OT and stress Bonus is so little,Engineer,Former Employee,nan,05/07/2022
5,Team based culture,nan,To work with best professionals,To be available around the clock,Project Manager,Current Employee,nan,28/06/2022
2,Familyfriendly,nan,Good work life balance in general,Salary is low compared to other engineering firm,Engineer,Current Employee,Ang Mo Kio New Town,29/06/2022
3,For info,nan,Good worklife balance pace of work is generally not fast,Managers are not technically strong difficult to find a good mentor Mostly project management work over technical work,Software Engineer,Current Employee,nan,04/06/2022
5,a,nan,It is a Stable company,The pay is slightly lower then outside,Engineer,Current Employee,nan,19/05/2022
1,Intern,nan,a lot of overtime in st,very tiring because need to do overtime a lot,Aircraft Technician,Current Employee,Changi Village,12/09/2022
3,Great if you are a Singaporean not if you are not,nan,good colleagues that help each other,lack of freedom salary singapore mindset,Software Engineer,Current Employee,nan,09/08/2022
2,Company,nan,Great if you are a Singaporean not if you are not,Management will always be right and know best,Anonymous Employee,Former Employee,London England,11/07/2022
4,Review,nan,Good place to start off your career as there are plenty of opportunities,Internal processes need to be improved,Assistant Manager,Current Employee,nan,09/05/2022
4,Good,nan,Good Challenge for everyone to manage,Pay may not be good,Manager,Current Employee,nan,20/05/2022
4,Management,nan,Good place to work and nice colleague,Overtime and no work life balance,Executive Assistant,Former Employee,nan,17/05/2022
1,Work life balance,nan,fun and enjoyable colleague great location,poor and stressful management work life unbalance,Senior Engineer,Former Employee,nan,31/08/2022
3,Operations Leader,nan,Work life balance and Friendly Environment,the career progression is slow,Process Engineer,Former Employee,nan,03/08/2022
5,Stagnant Position with continuously increasing workload,nan,Good environment to work in,Too much of approval levels,Engineer,Current Employee,nan,15/05/2022
2,Close to non existent increment,nan,easy going and fun environment to work Colleagues and Higherups are helpful very stable job good for mid age group Very Manual job keep doing the same thing again and again for many years,Salary increment is very slow perhaps once every 5 years Turnover rate very high due to stress level newbies get higher pay for the same scope of work maybe even lesser scope of work not recommended for working mothers or pregnant as management not understanding Favouritism plays a big role in this company If managers like you even if u dont performyou will get good grading and promotion,Senior Operation Executive,Current Employee,nan,31/01/2022
1,QA,nan,A lot of chill time to deploy proof of concept model Managers are generally nice people Lots of learning opportunity,Overworked when they need you Double digit increment,Senior Engineer,Current Employee,nan,19/07/2022
5,Good enviroment,nan,Good team and supportive management,Bit quality not meet the expectations,nan,Current Employee,Singapore,05/05/2022
4,Low pay,nan,Good working environment stable job,can try to give more allowance,Engineer,Former Employee,Singapore,11/05/2022
1,Needs more action,nan,Nothing to good to said,Under pay and lot of OT,Engineer,Former Employee,nan,05/09/2022
2,Good place as iron rice bowl,nan,Stable job environment nice peers less politics and decent pace of work,Frequent empty talks Change takes a long time Lack management support for the development and growth of support team,Manager,Current Employee,Ang Mo Kio New Town,04/07/2022
3,Great company,nan,Most people are here for safe haven so theyre not competitive or semiretired from previous job so good place to learn from past experiences of others or find good colleagues,Toxic individuals stay in the company as long they dont screw up enough to make an impact Pay increment every hear is 23 and takes a long time to promote even if take more responsibility so good people will jump out for opportunities,Assistant Engineer,Current Employee,Singapore,06/04/2022
5,Low wage sucky boss great colleagues,nan,Great company with good growth opportunities,Nothing bad to talk about,SVPTechnology,Current Employee,nan,28/04/2022
3,Engineer,nan,Stability Young people working together tend to have lesser politics,Salary Bonus less than 2 months,Business Analyst,Former Employee,nan,19/07/2022
3,Good enviroment,nan,Opportunity to learn No others comment,Low increment Benefits can be improved on competitive among divisionsector to win for projects Politics,Engineer,Current Employee,Singapore,21/07/2022
4,The drive to improve has been lost,nan,Good working environment stable job,can try to give more allowance,Engineer,Former Employee,Singapore,11/05/2022
2,Payment Center,nan,Work life balance had a good manager for my project,Salary below market value Risk of your IT skills being out of date youll have to constantly upgrade yourself during your own free time Low manpower bad talent acquisition The company hasnt found a replacement for the manager that has left for a year now When told to management that there is a high risk of more people leaving the project Their response was weve tried our best to retain people if they leave theres nothing we can do mentality,Software Engineer,Current Employee,Singapore,14/12/2021
1,Hard work,nan,The only pros would the it being a stable job,Poor and rigid management Low salary and increment Military culture addressing individuals by their rank Employees unwilling to accept changes especially digitalisation Management unclear of the daily operations Communication issues due to childish behaviour of management which causes hindrance in productivity Insignificant benefits compared to the current market,Management Executive,Current Employee,nan,20/04/2022
3,Great Place To Learn With Decent Pay,nan,Be Safe always work as a team follow always the manuals,Safety is priority work with a team and dont stress let aircraft stress,Aircraft Mechanic,Current Employee,nan,24/04/2022
3,Great company,nan,Decent Salary for good honours Not very stressful depending on which department you are in Work life balance is there All locals,Politics Everyone seems to care more about themselves than the companys success As a junior engineer they will make your life difficult just because they can,Design Engineer,Former Employee,nan,26/01/2022
5,Good Job prospect,nan,Great company with good growth opportunities,Nothing bad to talk about,SVPTechnology,Current Employee,nan,28/04/2022
3,MNC but work culture like SME,nan,Good work environment reasonable pay,limited career progression and pay increase,Engineer,Former Employee,Jurong West New Town,08/05/2022
3,nil,nan,Deals with alot of government projects,Very top down management style Hard to get promotion Very SME culture Your immediate superior will define your jobhappiness and satisfaction One of the worst pantry ever,Assistant Principal Engineer,Current Employee,Ang Mo Kio New Town,16/03/2022
5,Stable little exposure slow career advancement,nan,good place good work nice,No cons to list for now,Technician,Former Employee,Singapore,03/05/2022
3,TechOps,nan,Stable little exposure slow pace,Slow in career advancement rigid,System Specialist,Current Employee,nan,28/04/2022
4,Not a caring company though they like to pretend to be so,nan,Awesome benefits and pay scale with annual upskilling,Annual increment low promotion and appraisal hard to maintain,Technical Operations Engineer,Current Employee,nan,25/04/2022
2,Old school culture,nan,Not particularly stressful but your opportunities for promotion are not there The canteen is nice the workers there are friendly Medical benefit is not bad,Pay is low below market rate They are not a caring employer They dont care about your wellbeing they just leave you be They micromanage a lot Theres a lot of hidden people who like to complain about you very toxic,Software Engineer,Former Employee,Ang Mo Kio New Town,17/09/2021
3,A good place to start,nan,Good bosses able to learn,Remuneration below market lack of career progression,Senior Manager,Current Employee,nan,28/04/2022
5,nan,nan,I loved how I received training there with my supervisor as a fresh graduate,I dont see any downside its a good place to work,Anonymous Employee,Former Employee,nan,04/04/2022
5,Many layers of approvals,nan,A very stressful and fast paced environment with very strict procurement policy which hinders the operations They have a very understanding and supportive GM and colleagues,Worked at ST for almost 3 years Had to fight for every raise I got which were both late being given to me The management wants their mechanics to perform jobs without proper tooling and will not have your back if something goes wrong I speak on that from personal experience while at the company,Quality Assurance,Former Employee,Jurong West New Town,01/01/2022
3,Company with low pay,nan,Many processes and policies Quite structured,Too many layers A lot of bureacracy,Anonymous Employee,Current Employee,nan,26/04/2022
3,St Engineering is okay for fresh grads,nan,The company supports Learning opportunities,Salary is low and difficult to get a promotion if you are not inner circle guys of your boss,Manager,Former Employee,nan,07/04/2022
3,A lot of different job opportunities if you are actively engaged,nan,1 hour lunch good people wide variety of food at Seletar,Toilets are filthy a lot of work,Anonymous Employee,Former Employee,nan,11/04/2022
4,Abundant opportunities poor benefits,nan,Lots of learning opportunities and exposure,Hours can be long and hectic,Senior Vice President,Current Employee,nan,12/04/2022
3,Good for fresh graduate,nan,Decent starting salary place with opportunities to learn,Bureaucracy is present poor scope of work allocation,Project Engineer,Current Employee,nan,11/04/2022
5,overal view,nan,Fantastic for fresh graduate to start from somewhere if there are no working experience Good location although you might need to travel for different projects requirement Good welfare medical claim system etc,Some management try to micromanage and might give tasks out of sudden so you need to be flexible with your working arrangement Base pay and remuneration could be improved,Engineer,Current Employee,nan,30/01/2022
4,Culture,nan,less stress and flexible environment,very traditional operation people work silos not much friendly,Account Manager,Current Employee,Singapore,20/04/2022
3,Pros and Cons,nan,good learning ground and strong teamwork,Culture rooms of improvement,AVP HR,Former Employee,nan,27/04/2022
2,Good,nan,Colleagues are nice and willing to teach Good place to start for Fresh Grad,Heavy Workload A lot of OT Not Enough Manpower Increment is bad,Systems Engineer,Current Employee,nan,09/04/2022
3,Review,nan,Good colleagues are friendly helpful,Pay is under market rate,Software Developer,Current Employee,Ang Mo Kio New Town,27/04/2022
4,Currently working in Vamshi motors till today,nan,Room for promotion Friendly colleagues Good working environment,pay below than average management not so professional,Senior Engineer,Current Employee,Singapore,18/04/2022
5,Overall good,nan,Improve knowledge and new skills and new targets and etc,Hot weather and dirty workshop floor,Anonymous Employee,Former Employee,nan,06/04/2022
5,Nice place to work in,nan,nice colleagues encouraging learning environment,structure keep changing and confused,Data Analyst,Current Employee,Ang Mo Kio New Town,04/04/2022
5,Slow progress,nan,Good place to work in,Salary increment is low,Procurement Executive,Current Employee,nan,17/04/2022
3,good,nan,Stable job and decent bonus if you are a high performer,Slow progress No proper training and no support from supporting group,Maintenance Department Manager,Current Employee,Singapore,06/04/2022
5,Review,nan,got shuttle bus affordable canteen food,hierarchy no work from home,Assistant ManagerHR,Current Employee,Singapore,20/04/2022
2,Good but not the best,nan,Stable with very good facilities,Toxic work environment in some departments hierarchical,Assistant Manager Projects,Former Employee,nan,21/04/2022
3,Pros and Cons,nan,Good Medical Support Provide study chance Friendly,Hierarchical Workplace polities Less benefits Low churn rate,System Engineer,Current Employee,nan,13/04/2022
3,Toxic,nan,Recognition of job well done by HOD,Benefits are not competitive to market,Senior Manager,Current Employee,Singapore,14/04/2022
2,Nice company,nan,Teammates are great communication is awesome,Management is bad too entitled,Senior Engineer,Current Employee,Ang Mo Kio New Town,21/04/2022
4,Low salary,nan,worklife balance in the company,Salary provided by the company,Anonymous Employee,Current Employee,nan,18/04/2022
3,Good place to learn,nan,Stability medical benefits shares over time,Low salary slow career progression,Anonymous Employee,Current Employee,nan,17/04/2022
5,nice place for working,nan,More time to learn skill,It will Good to have more benefits,ICIT Engineer,Current Employee,nan,09/04/2022
4,good,nan,Business is stable and sustainable,Outdated technology and lack of innovation,Senior Software Engineer,Current Employee,nan,12/04/2022
4,Salary,nan,every one fellow safety in St engineering marine,troubleshootingsafety chain for main engines,Senior Electrical Engineer,Current Employee,nan,01/04/2022
3,good training ground,nan,enjoy working with the colleagues,salary for staff serving 15 to 20 years in the company is very much lower than market rate,Senior Manager,Former Employee,Singapore,29/03/2022
4,The unknown,nan,great colleagues with passion work life balance stability,old school management practices and so so salary,Anonymous Employee,Current Employee,nan,02/04/2022
3,Okay,nan,Great training and learning ground,Allocate project to Engineer that is not in their field,Systems Engineer,Current Employee,nan,07/04/2022
3,Good place,nan,stability investments on technology available,some senior stakeholders can be a pain to work with,Anonymous Employee,Former Employee,Singapore,24/03/2022
5,Good career opportunities available,nan,Lots of opportunities for growth,Depending on where you are,Engineer,Former Employee,nan,11/04/2022
3,Good Job stability nice colleagues,nan,Salary is fair Career opportunities are there,Management could micro control Benefits could be better,Assistant Manager,Former Employee,Seletar,06/04/2022
5,Consider not bad,nan,Able to work from home,Job progression opportunities is Low,Executive,Current Employee,Singapore,06/04/2022
4,Can be better,nan,Good colleague distance travel very near my house,Occasionally will have change in organisation,Presales Consultant,Current Employee,nan,03/04/2022
3,Opportunities,nan,Work life balance shuttle service from bus stop to HQ,Need to review the technologies used Paywise can be better,Engineer,Former Employee,nan,26/03/2022
3,good overall,nan,Stable job with decent pay,Not much job opportunities and stagnant,Associate Engineer,Current Employee,Singapore,07/04/2022
4,Call center,nan,good overall package and salary overall,politics and need to maintain good relationship with dept boss,Anonymous Employee,Former Employee,nan,29/03/2022
3,overall company operation,nan,Location of office is not too far,Salary too low with no increment,Assistant Executive,Current Employee,nan,03/04/2022
4,Ok place to start work,nan,systematic well organized inline with government policy,age of team too old to develop new concepts or catch up the times,Engineer,Current Employee,Singapore,17/03/2022
3,Average company,nan,Forgiving time is given for you to develop decent,Sad salary increments management dominated by exmilitary leadership which causes the culture to be militarystyle,Assistant Principal Engineer,Current Employee,Singapore,22/02/2022
2,Not a bad company to work at,nan,Recognize company name by other recruiting company,No career development for staff Some staff same post for more than 10 years,Senior Procurement Executive,Former Employee,Ang Mo Kio New Town,22/03/2022
3,Nice,nan,Stability Practiced work life balance Bonus is decent,Older management mindset that can’t be changed overnight,Human Resources,Current Employee,Singapore,20/03/2022
4,Work,nan,Good work place to be working,Heavy workload Too many regualtions,DesignerDeveloper,Former Employee,Singapore,24/03/2022
3,Executive,nan,Work Life balance Wont have much of weekend work,Run like SME culture Lack of communication Slow progression and pay,Process Engineer,Current Employee,Singapore,22/03/2022
3,Not lousy salary but not good for health,nan,ST is a very structured organization,ST need years for promotion,Executive,Current Employee,nan,04/04/2022
1,Job Mismatch,nan,You got a higher than average salary,The office furniture is not suitable for physical and mental health Almost all senior managers take the money and do nothing and always evade responsibility to the engineer Delay pay for the year ended bonus employees always struggle to make a good lunar new year,Senior Systems Engineer,Current Employee,Taipei,25/02/2022
2,ST Engineering,nan,Good starting Pay Decent PTO Cheap food from canteen,Poor project management Somehow expected to serve client 247 Management do not seem to care about staff moral,Software Engineer,Current Employee,Singapore,02/01/2022
1,Good corporate culture and people,nan,Nice working place to wot at,management really cannot make it,Senior Engineer,Current Employee,Singapore,15/04/2022
4,,nan,An established and stable company with supportive bosses good work life balance and nice coworkers,Below industry average salary package,Manager,Current Employee,nan,03/02/2022
4,work culture,nan,learn lots of work and neverending,too much work to do,Systems Engineer,Current Employee,Singapore,23/02/2022
3,Milestone Centric Company,nan,relax culture no one is pushing for anything,retired town for people to farm pay,Shift Lead,Current Employee,Ang Mo Kio New Town,16/02/2022
3,Good,nan,Work load can be dependent on character type To get good grading clock milestones,Lack of focus on engineering process and quality Grading not as fair to supporting roles with lesser milestones involved,Systems Engineer,Current Employee,Singapore,05/01/2022
3,Culture,nan,Good working environment for employees,Can pay employee salary better,Salesman,Former Employee,nan,23/02/2022
3,Normal,nan,Relatively stable company recession proof if you are in the right business sectors such as Marine or Aerospace,Top down driven culture top mgt lack sincereity to listen to alternative opinions middle mgt staff are their major weak link as many lack sensitivity when communicating critical information which was dreadfully exposed when Covid hit in 2020,Executive,Former Employee,nan,28/10/2021
3,Stressful and low pay,nan,Helpful colleagues and iron rice bowl,Low pay and progression for workers,Engineer,Current Employee,Singapore,19/02/2022
2,Low pay do not join,nan,Projects keep coming Wont die,overloaded with work and can be stressful at times,Senior Engineer,Former Employee,Singapore,06/02/2022
2,Great place for experience not progression,nan,Can learn how an organisation work,Low pay High workload Middle management does not dare to stand up for working level,Assistant Principal Engineer,Current Employee,Singapore,28/01/2022
3,Good experience bad management,nan,ST Engineering is revamping a lot of its internal processes and departments to make it more commercialized and future ready however in doing that it has to take it new hire quickly while letting go of the old ones This has resulted in a knowledge gap as the HOTO process isnt smooth Colleague are driven in projects,Salary is low compare to market rate,Engineer,Current Employee,Singapore,15/11/2021
4,Red tape,nan,People in my department were very helpful and friendly The supervisor supports and encourages continuous learning for all staff under his department,Management manager of department sucks Only think of his progression doesnt try to understand the people under him Bad manager Will only drop by if the people above him tekan him lol The manager feels that learning is a waste of time They really should monitor all these people handling management positions he doesnt deserve it 6 days work week only a day off,Quality Control,Former Employee,nan,04/10/2021
3,OK company,nan,Flexibility and a certain level of autonomy in project decisions,Alot of red tape to adhere to,Anonymous Employee,Current Employee,nan,07/02/2022
3,good,nan,Friendly colleagues Conducive environment to work,Sometimes feels a bit regimental,Manager,Current Employee,Ang Mo Kio New Town,16/02/2022
5,Suitable for Learning Not Suitable to Work LongTerm,nan,good working area office location,environment good location at home,Sales Engineer,Current Employee,Butterworth,13/02/2022
3,Engineer,nan,Good place to learn Friendly colleagues,Salary package lower than industry average Slow progression Too many redtapes,Engineer,Current Employee,Singapore,19/01/2022
4,Good work life balance,nan,Stable Job Dont have to worry about economic downturn,Cannot see any career progression,Project Engineer,Current Employee,Singapore,07/02/2022
4,,nan,Work life balance is good,Salary wise may not be as competitive as others,Assistant Principal Engineer,Current Employee,nan,02/02/2022
4,Not the best org Ive worked in,nan,Work life balance is able to obtain,Slow progression in career advancement,Engineer,Current Employee,Singapore,10/02/2022
3,Salary,nan,Nothing that comes to mind,No 13 month bonus Slow on increments and lagging behind market,Manager,Current Employee,Singapore,07/03/2022
3,General ok company,nan,Good salary but rigid increment structure,Too many trust towards SAF for employment,Manager,Current Employee,nan,19/03/2022
4,Project Management,nan,Stable job and low retrenchment,No career advancement prospect for individual,Senor Engineer,Current Employee,Singapore,07/12/2021
3,Good For Starter,nan,Get to travel before COVID times,A lot of ridiculous timelines,Product Manager,Current Employee,nan,17/03/2022
5,Good environment,nan,Stress and work load is managable,Benefits is same as Govt Guidelines,Planning Executive,Current Employee,nan,01/12/2021
5,Strong Teamwork,nan,Well bonded team within the projec members,Weird visionaries of higher management,Manager,Former Employee,nan,01/12/2021
4,Old School,nan,NAME,NAME,Principal Engineer,Current Employee,nan,28/10/2021
3,Stable,nan,Big company with good bonuses,Old school style of management and people are sometimes not willing to adapt to new changes,Finance Executive,Former Employee,nan,26/02/2022
4,Life at ST,nan,Stable company Diverse business model,Remuneration could be better reviewed,Manager,Former Employee,nan,07/12/2021
3,Working Environment,nan,Work life balance good bosses,low pay and benefits might not be recognized by bosses,Engineer,Former Employee,Ang Mo Kio New Town,03/03/2022
3,Great place to obtain sold technical experience,nan,Friendly and helpful colleagues,Some higher management will try to snatch your workload and complain that you are not doing your job,Anonymous Employee,Former Employee,nan,10/01/2022
4,Working,nan,Unique products and technologies provider earns mega projects,Por Management planning no clear mission project management process can be improved,Electrical Engineer,Former Employee,Riyadh,10/12/2021
3,ST REVIEW,nan,interesting job scopes able to move around across the department to develop knowledge and skills,sometimes there are long working hours to endure,Engineer,Current Employee,Singapore,11/01/2022
4,Management Heavy too many levels,nan,more benefits would be good,none to be describe honestly,Engineer,Current Employee,Jurong West New Town,29/01/2022
3,Big ship,nan,Good work life balance friendly and approachable colleagues,Too many reporting levels and management top heavy,Assistant Principal Engineer,Former Employee,Singapore,07/01/2022
4,Good company,nan,A relatively big company with gov backing,Too many systems and red tapes,Manager,Current Employee,nan,23/01/2022
4,Demanding working culture,nan,Friendly coworkers learning opportunity good management,Benefits not up to industrial standards,Anonymous Employee,Former Employee,Singapore,24/01/2022
2,Stable Income Job security,nan,Colleagues are friendly to work with,Hiring process is too lenient ST has a tendency to keep bad employees Salary is below market rate Working overtime is the norm Workload is extremely demanding,Software Engineer,Former Employee,Singapore,16/12/2021
3,A good company,nan,It provides a stable income and job security and good bosses and mentors,Recently it has gone through a reorganisation And we have been navigating through uncertainty There is not much room for growth for Marketing in the Line of Business I am in because there is no platforms we own and manage they are all done at the ST Engineering Group level Management across various businesses need to be aligned before pushing out plans for events As much as this needs time this should be first established before the reorganisation happened,Marketing Executive,Current Employee,nan,02/09/2021
5,Stable but alot of red tape,nan,Great working environment Healthy worklife balance,There are no cons in this company,Manager,Current Employee,Changi Village,18/01/2022
4,Superior training ground for Graduates,nan,Projects that come through have a lot of variety Mostly monotonous work but the team is rather effecient Very stable job everyones been here 510 years but not much advancement opportunities,Everything you do has a lot of red tape Alot of managers making contrasting decisions which can get confusing sometimes,Anonymous Employee,Former Employee,nan,24/08/2021
2,Overall,nan,On job training Aerospace division Some nice farmers colleagues Good place for good talkers Good place for passive income know some colleagues earn way more in investing and here to pass time,Scholar gets to rotate easily Especially when project about to lose control Havent really seen a nonscholar move up the ladder Seen many hardworking smart colleagues leave for better place Bad Salary package no transparency in Salary Not a good place for innovation,Analyst,Former Employee,nan,13/10/2021
5,Company culture,nan,Overall its good good team good management,So far so good there nothing to be complain,Senior Systems Engineer,Current Employee,Ang Mo Kio New Town,11/11/2021
4,Excellent,nan,Generally collaborative and at times of crisis teamwork are evident,Huge company a lot of policies in place at times create red tapes to move forward with process changes,Senior Production Engineer,Current Employee,Singapore,18/10/2021
5,Not well organized for IT,nan,Good to communicate here and well and organise,I dont feel that I need to put anything like that,Design Engineer,Current Employee,Indore,05/11/2021
3,Worst company ever,nan,Work life balance academic culture,Not good for IT professionals not much to learn not latest technologies and no IT leaders,Principal Software Engineer,Former Employee,Singapore,09/02/2022
1,ST stuff,nan,28 days mc leave Singtel corporate plan discount,Everything From management to workload If Ure a fresh grad Beware not to trust any seniors they will give you lots of workload And tell you I wrote ad hoc on JD,Senior Project Manager,Current Employee,nan,03/03/2022
3,stable job,nan,NAME,commit hours for OJT little to no staff training must be willing to self teach,Software Engineer,Current Employee,Singapore,14/02/2022
4,Job Mismatch,nan,is monday to friday job,upgrading time a little longer,Anonymous Employee,Current Employee,nan,16/11/2021
