Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
2,Good stepping stone,nan,Good starting Pay Decent PTO Cheap food from canteen,Poor project management Somehow expected to serve client 247 Management do not seem to care about staff moral,Software Engineer,Current Employee,Singapore,02/01/2022
3,Management that is weak in tech,nan,Good place to learn things,Too much system and red tapes,Mechanical Engineer,Former Employee,Singapore,14/01/2022
3,Good working environment,nan,Good place to do and learn what you want since managements exact direction is weak but of course you have to be selfmotivated for this to be a pros point Note that this depends on which business unit you get into From what I know most are pretty laidback but not mine which Im grateful for,Doesnt have retrenchment and having a management that is weak in tech means they dont know the difficulty of the tasks being done so theres not really a meritocracy which is kind of sad,Software Engineer,Current Employee,nan,09/08/2021
4,Good Company,nan,Bosses are open minded Less controlled,Working under pressure Many last min works,Designer,Current Employee,Singapore,07/01/2022
4,Zero progression and growth,nan,Good career prospects in general,No social life for some projects,Customer Service Team Leader,Former Employee,Ang Mo Kio New Town,12/01/2022
2,Working at st,nan,Good bosses and culture Does not micromanage,See review headline for the cons,Senior Software Engineer,Current Employee,nan,05/01/2022
4,Implement,nan,Stable people rarely let go,Too corporate bit boring sometimes,Design Engineer,Current Employee,Paya Lebar,11/01/2022
5,Software Engineer ST Engineering,nan,Design and implement build house,Work jab hard work make hard working,Manager Project Design and Implementation,Current Employee,Jeddah,09/01/2022
3,Culture,nan,Good work life balance friendly colleagues,Hardly any opportunities to upgrade skillset,Software Engineer,Current Employee,Singapore,05/01/2022
2,Decent job profile with high work pressure,nan,Better Base Salary compared to other engineering companies,Culture is way back Newly employed staff are pretty much left to their own resources,Mechanical Engineer,Current Employee,Singapore,09/12/2021
3,Job review,nan,Medical and insurance benefits Company Shares Scheme,Low compensation Bonus rating mechanism Work culture,Senior Engineer,Former Employee,nan,26/12/2021
3,Its okay,nan,Can learn alot of things,Slow prospect and alot of workload,Repair Engineer,Current Employee,Seletar,10/01/2022
3,Work Environment,nan,Stability even during pandemic giving strong sense of job security,Culture isnt good most staffs are waiting to retire giving their bare minimum Not a desired place for youngsters Pay relatively low compared to outside,Senior Engineer,Former Employee,Singapore,17/11/2021
3,Average company,nan,stable environment good flearning environment for fresh graduates,lots of procedures to follow,Engineer,Former Employee,nan,06/01/2022
3,BigData Consultant,nan,Good work life balance Easy to work,Compensation scheme is not the best,Engineer,Current Employee,Singapore,07/01/2022
4,Pay not competitive,nan,Very good benefits and good work culture,Too many layers of reporting,BigData Consultant,Former Employee,Singapore,05/01/2022
3,Job Delegation,nan,Big and nice office environment,Pay not competitive low annual increment,Executive,Former Employee,nan,06/01/2022
3,Support in ST Engineering,nan,Good working environment stable job,Not related job scope tp assigned designation,Logistics Coordinator,Former Employee,Singapore,06/01/2022
4,my strengths are I am a good learner innovative I have a positive attitude and committed to my work,nan,There is peer support in new areas that I am unsure of Good mentor support,There was not much downside in terms of familycentred and career advancement,Assistant Principal Engineer,Former Employee,Singapore,06/12/2021
5,Operations Finance Executive,nan,my strengths are I am a good learner innovative I have a positive attitude and committed to my work,My weakness is procrastination and I am a bit selfish too,Civil Engineer,Current Employee,Indore,01/11/2021
3,Poor long term prospect,nan,Work life balance is available,Slow processes and lots of red tape,Anonymous Employee,Current Employee,nan,01/01/2022
2,Good company,nan,1 Depending on department or project schedule OT is bearable 2 Working level peers are nice to work with,1 Always changing management 2 Job scope is not fixed 3 Bosses lack vision 4 No camera phone 5 Technology laggards for an engineering company 6 No wifi and internet restricted If your work require stack overflow and googling for code you need to use your own mobile data for work 7 Sometimes more politics than work 8 Lack focus on employee growth,Senior Engineer,Former Employee,Jurong West New Town,25/08/2021
4,Good,nan,Stable company with good baseloads from the Singapore Government which is great during bad times like Covid Some of its businesses are in niche areas reaping good margins,Too much redtape with too many systems and processes to follow Bogged down by processes with low propensity for risk taking,Corporate,Former Employee,nan,10/08/2021
5,Good,nan,It’s a good company yay,Not giving enough salary for me,Software Engineer,Former Employee,Singapore,10/10/2021
5,No career progression opportunities,nan,Very Good and fun workplace,Maybe Nth to say actually,Marketing,Current Employee,Singapore,21/10/2021
2,Software,nan,Stable job and fixed hours,No recognition of skills unfulfilled promises for career opportunities,Software Engineer,Current Employee,Singapore,26/01/2022
4,hr recruiter,nan,Good nice and good job,Nothing no problem 5days work,Embedded Software Engineer,Former Employee,Chennai,22/10/2021
3,Working Environment,nan,not a lot of workload,low salary compared to market,HRExecutive,Current Employee,Ang Mo Kio New Town,02/02/2022
3,Working,nan,Friendly and helpful colleagues,Some higher management will try to snatch your workload and complain that you are not doing your job,Anonymous Employee,Former Employee,nan,10/01/2022
3,Safe ground but slow progress,nan,interesting job scopes able to move around across the department to develop knowledge and skills,sometimes there are long working hours to endure,Engineer,Current Employee,Singapore,11/01/2022
4,Average Company need to work on work culture,nan,Reasonable benefits eg medical and shares,Restrictive and safe not bold enough to invest and venture,Anonymous Employee,Current Employee,nan,30/09/2021
3,Average salary,nan,Market Rate Salary Very laid back environment People are open to talk,No mentorship Management needs to be work on Cannot advance in career,Engineer,Former Employee,Ang Mo Kio New Town,05/08/2021
3,Review,nan,stable job can work until retired,salary is not high and work very hard,Senior Software Engineer,Current Employee,Singapore,19/12/2021
3,Good learning environment,nan,The food at the canteen was cheap and good,Far away Job description vague Covid time temperature taking was a bit annoying,Executive,Former Employee,nan,09/12/2021
4,Good,nan,A lot of area to learn,Too defence orientated Always look at any ranks,Senior Manager Project Leader,Current Employee,Singapore,14/12/2021
3,Engineering,nan,Innovative well established and acknowledged in space industry,Vastly dispersed around the world,Senior Research Engineer I,Current Employee,SintNiklaas,10/12/2021
5,Good company to work in,nan,Very good company response salary,Nice working with you good,QAQC MECHANICAL ENGINEER,Current Employee,Singapore,20/12/2021
5,Rigid Structure Redundant Processes,nan,Great for fresh grad to enter as it is reputable in singapore,Progression is too slow as a lot are older guys working inside,Mechanical Engineer,Former Employee,Singapore,17/11/2021
2,Good intentions held back by processes,nan,Very focused on workplace safetyhealth Fixed working hours eg Bosses embrace the 8530pm hours faithfully Perfect for average caliber person looking for job stability,Poor remunerationsalary package Career progression by enlarged is based on length of service rather than contributionmerit As a result plenty of deadwood employees Company culture does not encourage individuals to seek higher performance,Executive,Current Employee,nan,19/09/2021
4,self directed,nan,Lots of opportunity to do engineering work that has impact Pay is somewhat competitive Good benefits,Lots of processes that make simple things really painful Some of your colleagues will just not care and getting them to get things done is a pain Team is always lean and turnover rate is high,Data Engineer,Current Employee,Singapore,03/09/2021
4,Career,nan,great place to explore and provide,no clear direction on the heading path,Exexutive,Current Employee,nan,11/12/2021
2,General ok company,nan,Learn a lot during working Overtime will be controlled at times Shift allowance and other harzdous claims are normal Might be going to other other places if in need of manpower,Slow career progression Annual increment is ridiculous Benefits are poor They want you to work 6days a week or 13 days straight with overtime if possible Too fast paced at times and rushing of work Basic salary of technician is too low,Technician,Current Employee,Changi Village,05/08/2021
4,No Teamwork,nan,Stable job and low retrenchment,No career advancement prospect for individual,Senor Engineer,Current Employee,Singapore,07/12/2021
3,little to no direction,nan,Flexible on for part time study,Too rigid one salary takes 2 man jobs,Assistant Engineer,Current Employee,Jurong East New Town,02/12/2021
1,Good For Starter,nan,high salary cozy environment some decent people,coworkers with attitude issue little to no direction in work,Engineer,Former Employee,nan,18/01/2022
5,commonlyused methodology for problem solving engineering,nan,Stress and work load is managable,Benefits is same as Govt Guidelines,Planning Executive,Current Employee,nan,01/12/2021
3,Good environment,nan,simple setup of the cloudbased System A coustomer decides to buy your product or server collection and manegement of your coustomers data,Frims can gain monopoly power and expolit cunsumers Frims monopsony power can play low wages,Web Developer,Current Employee,Hyderābād,06/09/2021
5,Good for transition to retirement,nan,Well bonded team within the projec members,Weird visionaries of higher management,Manager,Former Employee,nan,01/12/2021
3,Honest review,nan,Job stability and working mostly with locals,Senior management handling of project headcount,Principal Software Engineer,Current Employee,Ang Mo Kio New Town,27/11/2021
1,Strong Teamwork,nan,Good place to kickstart your career to gain experience But dont stay too long give it 2 years learn as much then off to a better place,Unhealthy culture Obvious bias and favouritism,Anonymous Employee,Former Employee,Paya Lebar,08/12/2021
4,Decent job profile with high work pressure,nan,NAME,NAME,Principal Engineer,Current Employee,nan,28/10/2021
3,Job review,nan,Medical and insurance benefits Company Shares Scheme,Low compensation Bonus rating mechanism Work culture,Senior Engineer,Former Employee,nan,26/12/2021
3,Its okay,nan,Can learn alot of things,Slow prospect and alot of workload,Repair Engineer,Current Employee,Seletar,10/01/2022
3,Work Environment,nan,Stability even during pandemic giving strong sense of job security,Culture isnt good most staffs are waiting to retire giving their bare minimum Not a desired place for youngsters Pay relatively low compared to outside,Senior Engineer,Former Employee,Singapore,17/11/2021
3,Average company,nan,stable environment good flearning environment for fresh graduates,lots of procedures to follow,Engineer,Former Employee,nan,06/01/2022
3,Pay not competitive,nan,Good work life balance Easy to work,Compensation scheme is not the best,Engineer,Current Employee,Singapore,07/01/2022
3,Job Delegation,nan,Big and nice office environment,Pay not competitive low annual increment,Executive,Former Employee,nan,06/01/2022
3,None,nan,Good working environment stable job,Not related job scope tp assigned designation,Logistics Coordinator,Former Employee,Singapore,06/01/2022
5,Salary,nan,Big Company but not much to learn,Ver Low pay rate as compare with other MNC,Anonymous Employee,Former Employee,nan,12/09/2021
4,Still okay,nan,Good exposure and job security with good learning opportunity Good colleagues Free parking No working on weekends A lot of courses,Limited progression Limited choice of food Limited parking space No camera phone in some areas Security very very very very tight,Operations Manager,Current Employee,Singapore,28/07/2021
4,structured,nan,Steep learning curve and challenging projects,Customers can be demanding and salary is,Project Manager,Current Employee,Singapore,12/09/2021
4,Stable but alot of red tape,nan,work life balance good for families,very regimental and processes very slow,Manager,Current Employee,Singapore,21/11/2021
4,Staff,nan,Projects that come through have a lot of variety Mostly monotonous work but the team is rather effecient Very stable job everyones been here 510 years but not much advancement opportunities,Everything you do has a lot of red tape Alot of managers making contrasting decisions which can get confusing sometimes,Anonymous Employee,Former Employee,nan,24/08/2021
2,Overall,nan,Working hr is flexible sometimes if you station onsite working pace is slow,No AWS of executivelevel and progression is slow,Engineer,Current Employee,Singapore,04/11/2021
5,Helicopter,nan,Overall its good good team good management,So far so good there nothing to be complain,Senior Systems Engineer,Current Employee,Ang Mo Kio New Town,11/11/2021
3,Company culture,nan,Colleagues are friendly and easy to talk to,Messy management with no clear direction,Anonymous Employee,Current Employee,nan,18/11/2021
4,Excellent,nan,Generally collaborative and at times of crisis teamwork are evident,Huge company a lot of policies in place at times create red tapes to move forward with process changes,Senior Production Engineer,Current Employee,Singapore,18/10/2021
5,Toxic and bad environment,nan,Good to communicate here and well and organise,I dont feel that I need to put anything like that,Design Engineer,Current Employee,Indore,05/11/2021
2,Very selective Job Progression,nan,The flexible timing for work,Toxic environment No buddy system No guidance No proper handover documents,Senior Engineer,Current Employee,nan,10/11/2021
3,Excellent,nan,Get Good bonus at times,A lot of micro management Manpower issues,Aircraft Maintenance Technician,Current Employee,Singapore,14/11/2021
3,Best,nan,Good place to work and enjoy with many good colleagues,Need higher pay and salaries Hire more people to help out the work load,Engineer,Former Employee,Woodlands New Town,28/10/2021
5,software development,nan,Organised workflow and systemic process,Recommendations to level up performances,Licensed Aircraft Engineer,Current Employee,Singapore,09/09/2021
4,Full engineering company,nan,Adventurous to explore new solutions,a bit stressful but can manage,Software Senior Engineer,Current Employee,nan,07/09/2021
2,Slow start,nan,The company build things from start to finish A lots of experience colleague willing to teach As a junior engineer making mistake there is always someone to guide and rectify,Lots of politics in upper management Upper management play favoritism Promotion base on relationship instead of performance,Engineer,Current Employee,Jurong West New Town,20/10/2021
4,Good,nan,Chill environment Just started working so cant say much Superiors are friendly,Need to wait for clearance nothing much to do in the meantime,Software and Systems Engineer,Current Employee,nan,16/08/2021
5,Lousy Management,nan,People is good Environment as well,Too far from city ba,Procurement Manager,Current Employee,Ang Mo Kio New Town,06/09/2021
2,Average Company need to work on work culture,nan,Work life balance working for maintenance project,Pathetic increment no career progression bad management especially the senior managers who only blames subordinates no accountability and bad attitude,Software Engineer,Former Employee,nan,02/10/2021
3,Average salary,nan,Market Rate Salary Very laid back environment People are open to talk,No mentorship Management needs to be work on Cannot advance in career,Engineer,Former Employee,Ang Mo Kio New Town,05/08/2021
3,Modern and uptodate technology stack,nan,stable job can work until retired,salary is not high and work very hard,Senior Software Engineer,Current Employee,Singapore,19/12/2021
4,Review,nan,Wonderful colleagues Challenging and Rewarding,Need to be lucky to be in a good project,Senior Engineer,Current Employee,Singapore,07/07/2021
3,Good,nan,The food at the canteen was cheap and good,Far away Job description vague Covid time temperature taking was a bit annoying,Executive,Former Employee,nan,09/12/2021
3,Rigid Structure Redundant Processes,nan,Innovative well established and acknowledged in space industry,Vastly dispersed around the world,Senior Research Engineer I,Current Employee,SintNiklaas,10/12/2021
2,Career,nan,Very focused on workplace safetyhealth Fixed working hours eg Bosses embrace the 8530pm hours faithfully Perfect for average caliber person looking for job stability,Poor remunerationsalary package Career progression by enlarged is based on length of service rather than contributionmerit As a result plenty of deadwood employees Company culture does not encourage individuals to seek higher performance,Executive,Current Employee,nan,19/09/2021
2,Ok,nan,Learn a lot during working Overtime will be controlled at times Shift allowance and other harzdous claims are normal Might be going to other other places if in need of manpower,Slow career progression Annual increment is ridiculous Benefits are poor They want you to work 6days a week or 13 days straight with overtime if possible Too fast paced at times and rushing of work Basic salary of technician is too low,Technician,Current Employee,Changi Village,05/08/2021
5,No Teamwork,nan,There is generally Work life balance,The promotion and increment structure can be improved,Manager Internal Audit and Risk,Current Employee,Singapore,13/08/2021
3,little to no direction,nan,Flexible on for part time study,Too rigid one salary takes 2 man jobs,Assistant Engineer,Current Employee,Jurong East New Town,02/12/2021
1,commonlyused methodology for problem solving engineering,nan,high salary cozy environment some decent people,coworkers with attitude issue little to no direction in work,Engineer,Former Employee,nan,18/01/2022
3,Good for transition to retirement,nan,simple setup of the cloudbased System A coustomer decides to buy your product or server collection and manegement of your coustomers data,Frims can gain monopoly power and expolit cunsumers Frims monopsony power can play low wages,Web Developer,Current Employee,Hyderābād,06/09/2021
3,Honest review,nan,Job stability and working mostly with locals,Senior management handling of project headcount,Principal Software Engineer,Current Employee,Ang Mo Kio New Town,27/11/2021
1,Salary is getting more competitive but working hours are longer,nan,Good place to kickstart your career to gain experience But dont stay too long give it 2 years learn as much then off to a better place,Unhealthy culture Obvious bias and favouritism,Anonymous Employee,Former Employee,Paya Lebar,08/12/2021
4,Okay place to work,nan,Pay has been increased to meet industry standards,No work life balance in recent years,Senior Engineer,Current Employee,nan,18/07/2021
3,Ok,nan,Friendly colleagues Somewhat work life balance,Lack of opportunities for growth,Software Engineer,Current Employee,nan,24/10/2021
3,Good company,nan,Learn things fast for experience Alot of chance for learning at own pace,Not much career progression Subjected to opportunity,Senior Software Engineer,Current Employee,Singapore,10/10/2021
4,Good,nan,Stable company with good baseloads from the Singapore Government which is great during bad times like Covid Some of its businesses are in niche areas reaping good margins,Too much redtape with too many systems and processes to follow Bogged down by processes with low propensity for risk taking,Corporate,Former Employee,nan,10/08/2021
5,Good,nan,It’s a good company yay,Not giving enough salary for me,Software Engineer,Former Employee,Singapore,10/10/2021
5,Software,nan,Very Good and fun workplace,Maybe Nth to say actually,Marketing,Current Employee,Singapore,21/10/2021
4,,nan,Good nice and good job,Nothing no problem 5days work,Embedded Software Engineer,Former Employee,Chennai,22/10/2021
3,Safe ground but slow progress,nan,Above average salary package provided,Lots of standard of operating procedure,Engineer,Current Employee,Singapore,18/10/2021
4,Decent workplace,nan,Reasonable benefits eg medical and shares,Restrictive and safe not bold enough to invest and venture,Anonymous Employee,Current Employee,nan,30/09/2021
3,Future expect,nan,NAME,NAME,Engineer,Former Employee,nan,03/08/2021
3,Review,nan,Learn the skill on different specific area,Company has no progressions or promotion given,Aerospace Engineer,Current Employee,Singapore,10/10/2021
2,Staff,nan,Stable employees benefit consider good Some colleagues are nice,Very disorganized Workflow is very inefficient No support Managers dont know what you are doing No career progression,Anonymous Employee,Former Employee,nan,27/10/2021
2,Helicopter,nan,Working hr is flexible sometimes if you station onsite working pace is slow,No AWS of executivelevel and progression is slow,Engineer,Current Employee,Singapore,04/11/2021
3,,nan,Colleagues are friendly and easy to talk to,Messy management with no clear direction,Anonymous Employee,Current Employee,nan,18/11/2021
4,Toxic and bad environment,nan,Love this company very much,Dont like the need for words,Senior Software Engineer,Current Employee,Singapore,01/08/2021
2,Okay place,nan,The flexible timing for work,Toxic environment No buddy system No guidance No proper handover documents,Senior Engineer,Current Employee,nan,10/11/2021
4,Very selective Job Progression,nan,Food starting pay is ok,Location might be too far for some,Engineer,Current Employee,nan,27/07/2021
3,Always a place for growth,nan,Get Good bonus at times,A lot of micro management Manpower issues,Aircraft Maintenance Technician,Current Employee,Singapore,14/11/2021
4,Excellent,nan,Challenges for one to grow technical skill,Performance review and ranking affects staff morale,Senior Software Engineer,Current Employee,Singapore,15/07/2021
3,Good Stable Company,nan,Good place to work and enjoy with many good colleagues,Need higher pay and salaries Hire more people to help out the work load,Engineer,Former Employee,Woodlands New Town,28/10/2021
5,Great,nan,Strong foundation and good backing,Not much international market exposure,Anonymous Employee,Current Employee,nan,23/07/2021
3,Good company,nan,Learning opportunity and Supportive bosses,Customers demanding and lack of resources,Engineer,Current Employee,Singapore,27/09/2021
4,Poor welfare,nan,Good working environment and good culture,Long working hour and many deadlines,Senior Engineer,Current Employee,Singapore,25/05/2021
1,Iron Rice Bowl,nan,Work life balance chill environment,Horrible employee welfare poor managementleadership skills Basically not a place for progression,Senior Assistant Executive,Current Employee,nan,24/10/2021
3,Slow pace of life,nan,Stable structured regular way out west depends on your office,Not abreast of the latest tech,Manager,Former Employee,Tuas,03/09/2021
3,System Engineer,nan,Good for fresh graduate or those who wishes to retire Startup pay is good Stable job and income,Slow pace Resistant to changes Obselated skills and knowledge Complacency Poor Benefits Irrelevancy for product Management who have 0 knowledge,Engineer,Current Employee,Jurong West New Town,12/08/2021
3,A nice environment to learn and grow,nan,We are called ST Engineering learning school Exponential learning cause you will work alot,Benefits cant be compared to that of competitors Rigid mid management thinking Firefighting everyday,Systems Engineer,Current Employee,Singapore,21/07/2021
5,No promotion based on merits,nan,There are lots of room and opportunity to learn new skillsets,You will need to get to know a lot of people fast in order as there are various teams in the Shared Services,Training Executive,Current Employee,Western Islands,21/03/2021
2,Salary,nan,Work life balance when project low key,No progression based on merits Progression based on scholarship and boot licking,Manager,Former Employee,nan,18/08/2021
2,Lots of learnings but high level of stress,nan,Good remuneration package and bonuses,Long working hours messy project management,Principal Engineer,Former Employee,Singapore,21/09/2021
3,nan,nan,Very knowledgeable people in the business Opportunities to travel The company gives opportunity to recently graduated students its a great place to start your career,High loads of work Sometimes work during weekends is required Organization is not the best,Application Engineer,Former Employee,SintNiklaas,19/07/2021
3,Operation and Support,nan,Stable income but below average or near average and friendly enviroment,Not much further progression in career,Senior Associate Engineer,Current Employee,Singapore,26/08/2021
3,Review,nan,Worklife balance and working pace,Management level keeps changing Collaboration with other teams is poor,Systems Engineer,Former Employee,Ang Mo Kio New Town,06/09/2021
2,stable working environment with good team support,nan,Structure have a good structure,Managerial level all parachuted in,Anonymous Employee,Former Employee,nan,21/09/2021
4,Good work life balance,nan,stable working environment with good team support many opportunities to improve yourself if you are willing to learn,work life balance could be better,Principal Engineer,Current Employee,nan,06/04/2021
3,Great learning journey,nan,There is work life balance however many red tapes and security guidelines to follow,Pay are below market rate,Senior Engineer,Current Employee,Singapore,18/08/2021
5,Military stuff from a civilian,nan,Allrounder software engineer role make sure that you have the right skill set before coming in,Hard to think of one,Software Engineer,Current Employee,nan,15/03/2021
3,work life balace,nan,We have extensive opportunities to build offensive and defensive machines for the battle field,We almost forgotten were not a state owned company,Principal Engineer,Current Employee,Singapore,10/08/2021
3,Great Working Environment,nan,work life balance nice staff free fruits to eat every month free ntuc voucher once in a blue moon,slow progression yearly increment is pathetic benefits only 100 dental care,Engineer,Current Employee,nan,09/08/2021
5,2 years of working exp,nan,Great Colleagues and Working Environment,Heavy Workload but many opportunities to learn,Supply Chain,Current Employee,nan,28/04/2021
4,Good,nan,worklife balance go home on time,Management has no clear sense of direction,Senior Engineer,Current Employee,Singapore,21/04/2021
4,Stable but political,nan,It has good work life balance,No comments from me on this,Procurement,Current Employee,Singapore,19/07/2021
3,Getting from bad to worse,nan,Stable job Opportunity to move around since it is a big organisation,Political Lots of red tape Inflexible,Marketing Manager,Former Employee,Singapore,04/07/2021
2,Good work life balance,nan,If you are lucky you get a good team to work with or a good boss that will try to push you upwards but it doesnt happen because policies are in place so no amount of hard work will reward you with anything substantial,Super slow progression your immediate superior does not have power to push you and the HR policies will deflect any reasonable and valid request for progression even if its justified No staff retention action keep removing staff welfare over the years no stocksshares combine 13th month into base pay spread across 12 months performance bonus need to work until die no day no night then maybe get a bit reorg and reorg no transparency no vision or security about whats coming next no explanation on anything done especially about reorgs Terrible company terrible management highest exitrate I have ever seen was a team full of people leaving at the same time leaving the project team empty and no replacements were allocated A lot of people here are just chilling and getting by no skillset no knowledge but somehow work for many years and enjoying oldstaff benefits while the skilled ones are all drowning in work with no help in sight Processes in place hints that management has no idea what their problem is and prioritizes PR stuff instead of their employees,Software Engineer,Current Employee,Ang Mo Kio New Town,30/12/2020
3,Salary,nan,Work life balance no micro manage,Challenging for internal promotion Need contacts,Account Manager,Current Employee,Singapore,11/07/2021
3,Nil,nan,Good colleagues Flexible Good canteen Easy to access for work Good for stepping stone,Pay too low No career progression,Quality Inspector,Current Employee,Singapore,28/06/2021
5,Stable and Gov,nan,Good people to work with,Very low pay and pay rise,Software Engineer,Current Employee,Boon Lay,14/07/2021
3,Good,nan,Stable not much pressure fair benefit,not much space for growth and old style,Senior Engineer,Former Employee,Singapore,08/07/2021
4,Nice,nan,Not many pros to discuss,Can say Less benefits over all,Project Engineer,Current Employee,Singapore,15/07/2021
4,A comfy place,nan,Environment nice people stable position well paid,Low growing oportunities difficult schedules,Engineer,Current Employee,nan,12/07/2021
3,Messy organisation,nan,Stable job Great place to learn different technology from frontend to backend,Most projects are not very well planned Lots of redoing what was previously planned and done,Software Engineer,Current Employee,Singapore,09/06/2021
1,Work Life Balance,nan,Good and supportive manager director,Work culture and stuck up colleagues,Project Manager,Former Employee,Singapore,14/10/2021
3,Stable Environment,nan,Good Work Life Balance Theres opportunity to be able to manage own task and timeline,Support from Management is slow due to lots of process in the company Be expect to provide alternative workaround before the support is given,Engineer,Current Employee,Singapore,23/06/2021
4,Principal Engineer,nan,Stable Environment with good people,Low increment around 3 per year,Senior Executive,Current Employee,nan,06/04/2021
4,Poor salary too much workload,nan,Good local culture many Singaporean,Salary growth is slow some scope is too niche to find jobs in other industries,Principal Engineer,Current Employee,Singapore,22/03/2021
1,Great Place but Slow moving culture,nan,No pros at all for this company,Company do not bother revising salaries of current employees and say it is comparable to the current market Employees with experiences are not considered for salary adjustments especially for those diploma holders Workload in Shared Services is too much and yet the management does not do anything to lessen the employees workload Some managers did not even take the time to talk to employees regarding their appraisals and graded them poorly,ExecutiveHR,Current Employee,Ang Mo Kio New Town,19/05/2021
5,Good working environment,nan,The people The scope of work Lot of learning and independence on approaching projects,Fragmentation of depts causes lot of unnecessary conflicts Too much emphasis on time charge causing rushing of work leading to less than great results,Engineer,Current Employee,Jurong West New Town,02/02/2021
3,Money,nan,Good place to learn and grow,Low pay and no work pushed down from management Uneven work distribution,Systems Engineer,Former Employee,Singapore,25/07/2021
2,Outsourced employee,nan,Build ur money best life,Money always do best knowledge,Anonymous Employee,Current Employee,Chennai,15/08/2021
4,Worklife Balance,nan,work life balance good place for fresh grads to learn,slow progress little increment,Software Engineer,Current Employee,Singapore,26/03/2021
3,Let u know the truth,nan,Good good life balance and growing company,Micromanagement and do not trust subordinates Not clear job scope,Program Manager,Current Employee,Singapore,25/06/2021
2,Work and Salary,nan,Friendly colleague Good office Normal working hours,Low pay Low bonus Overworked and no ot Transport fix claim,Executive Assistant,Former Employee,Singapore,25/06/2021
3,Great Work life Balance Slow career Progression,nan,Good teammates to work with and many learning opportunities,Minimal Wage Increments and Promotions with Heavy Workloads,Engineer,Current Employee,Singapore,25/06/2021
3,Work hard,nan,Stable and Secure Job with less hassle Can look to settle down with less stress,Growth is Slow and limited,Senior Data Analyst,Current Employee,Singapore,09/06/2021
3,Working environment,nan,Railway system AFC PSD Communication systems,Benefit not good and many time work over scope Work for other department scope,Systems Engineer,Current Employee,Bangkok,15/06/2021
3,Very Good,nan,Flexible working time and did not practice micro management,Working scope is not within the contract,Systems Engineer,Current Employee,Singapore,26/06/2021
5,Work Life Balance,nan,everything is good salary ontime,most of the project is based on government,Anonymous Employee,Current Employee,nan,27/06/2021
4,Good experience for fresh grads,nan,Superb Work Life Balance Friendly working environment,Slow Progression average pay require some catching up for a tech company,Senior Software Engineer,Current Employee,Singapore,01/06/2021
3,Bad management towards engineers,nan,Work and pace is manageable,Longer working hours than normal,Engineer,Former Employee,nan,29/06/2021
2,Good,nan,Medical benefits for all staffs,Worst management always pushing management level tasks to engineers and bad pay You will have to stay in ST for 1520 years to grow,Engineer,Current Employee,Singapore,08/04/2021
4,Not too bad,nan,Stable career for retirement and ok bonus,Messy workflow and poor planning,Senior Systems Engineer,Current Employee,Ang Mo Kio New Town,22/06/2021
3,Lead system engineer,nan,Plenty of work so plenty to learn,Weak technical leadership many layers of management adding little value,Data Scientist,Former Employee,Singapore,14/06/2021
3,Stable pay,nan,Great colleagues to work with,Management need to know how to retain employees,Anonymous Employee,Former Employee,nan,22/06/2021
3,military aircraft,nan,Stable pay is the only attraction,Bureaucracy red tapes management is filled with rank and file that secures their own job,Assistant Engineer,Current Employee,Singapore,20/05/2021
3,Na,nan,stable challenging worklife balance Overtime pay,pay management negative environment career progression,Service Engineer,Current Employee,Paya Lebar,24/06/2021
3,Politics,nan,Work life balance for employee,Management policies need to be improved,Engineer,Current Employee,Boon Lay,25/06/2021
1,Project Manager,nan,Easy Life Go home on Time,No Benefits Bonus all fixed,Engineer,Current Employee,Singapore,26/08/2021
4,Review,nan,Opportunities for progression is plentiful,Heavy loading due to multiple projects,Project Manager,Current Employee,Singapore,02/06/2021
3,Stable Job,nan,Very slow pace No aws Bonus is good if you performed well,Very slow pace slow increment and advancement,Software Engineer,Current Employee,Ang Mo Kio New Town,09/06/2021
3,Working environment,nan,Safe and stable job decent work life balance,Lack of progression management can be old school at times,Engineer,Current Employee,Singapore,08/06/2021
3,Great engineering group,nan,fair work and life balance,The working is Quite boring,Software Engineer,Former Employee,nan,24/06/2021
4,Good starting place for fresh graduates,nan,Strong in engineering and financial,To much organisational changes lately,Vice Persident,Former Employee,Singapore,18/03/2021
3,Nice picture painted,nan,Good work life balance great coworkers,Due to high turnover rates work handed over to new employee had to relearn everything results in very slow progression and inefficiency in the team,Software Engineer,Current Employee,Ang Mo Kio New Town,03/06/2021
1,Stable but political,nan,Shares scheme available for staff that join before year 2019,Management never truthfully hear the staff out feedbacks are not taken into consideration and management do not take account of mistake made,Operation Executive,Current Employee,Singapore,11/06/2021
3,Getting from bad to worse,nan,Stable job Opportunity to move around since it is a big organisation,Political Lots of red tape Inflexible,Marketing Manager,Former Employee,Singapore,04/07/2021
