Rating,Title,Review Description,Pro,Con,Job Title,Status,Region,Date
50,Freedom and Responsibility,,Diversity Inclusion Representation Flow Good,Sometimes you get to hung up on one thing,SWE Intern,Current Employee,Los Angeles CA,Mar 27 2023
30,How much does a functioning human cost,,Paycheck So many good people Such a great service Hope,I have been working for a year at Netflix Ive seen what was supposed to be very mature people sharing absolutely almost no contact that anyone would qualify as human Sure that sounds hyperbolic let me develop and maybe cherrypick a little Have you heard about our culture The one about giving candid feedback I have seen people complaining of behavior they literally demonstrated themselves in the following days But I have also seen these feedbacks resulting in tears both in the eyes of HR persons or fellow engineers How human does that sound Have you heard about our culture The one about not tolerating brilliant jerks I have nonetheless seen angriness and frustration expressed in private public and meeting People rejecting new ideas by default like any ideas they wouldnt have worked themselves on for days wouldnt count Even if those ideas are from the best examples in the industry or academics How many publicationscontributions have you seen from Netflix to computer science in general How does it compare against any other company of that size in the Bay Area Can you imagine either the real insecurity xor the lack of innovation that could lead to this situation Except for a few managers directors or VPs feeling free enough to behave at work in the same way than how they live almost every engineer I have been interacting with have shared as little as possible about their private life The rare exceptions of interpersonal exchange ends up around some sort of competitive behavior Who is the most geeky sportive owns the fastest carbiggest housevisited the strangest place Ive heard workaholic people complaining about ambitious peers who were overmanaging overworking to get even more work to do after I feel like were past workaholism at this point Maybe there are a lot of shy people Maybe there is a culture of fear not only of being fired but also a fear of interacting with people going to be fired Maybe its all in my head maybe people giving 5 stars to their experience here dont care the human aspect of a company And maybe theyre right What about your crush your fears your desires for the future your appetite for life Ive been blessed to work in enough large companies to know that the behavior that Im seeing in Netflix is not a healthy one Ive also been lucky enough to work in other industries more socializing than tech and I can tell that Netflix has a lot to do on that side and offsites or team meeting wont solve that problem I am afraid about the tragic but inevitable consequences of the ways people operate in this company I guess that the day the worst will happen it will be addressed in an impersonal memo by Reed followedup by 1 or 2 reminders during offsites Possibly commented by HR in a QA document And move on This company seems as reactive in its management of people as it is proactive in its business operations I still work at Netflix though not only for the paycheck but because I hope I hope it will change The needed change cant happen from a candid feedback a QA or only from inside Change has to come from everyone including people who take time to read comments like this one Netflix has so many good people and offers such a great service As a curious Netflix employee reading this review think about your past isnt there a big human thing that you would love to feel again in your current company that youve felt in the past As a candidate think about what would be a good question to ask to that HR partner once your package is almost here to be offered to you think about that comment you make at the end of an interview when youre being asked by an engineer Do you have any question for me What Netflix needs is an inception something that anyone and everyone would think about after leaving the call or the room they were sharing with you Ask yourself and then the others the question you should ask if you think you want to spend a good amount of your life and energy in the place youre applying for Will I learn and contribute to the knowledge of others Even outside the company Will I see emotional responses from my peers Will that be for other reasons than being fired or bluntly criticized Will I find a friendly environment that will nurture my appetite for life What is the amount of emotional interaction celebrating sharing playing to expect from a company whose service is the best to entertain Do androids dream of electric sheep,Anonymous Employee,Current Employee,nan,Sep 20 2018
50,high performing environment fantastic benefits trust and results earn a lot of freedom,,great benefits best salary around beautiful offices and you will work amongst some of the smartest folks you have ever met plus you are talking about tv and movies all day its a FUN job,the company has grown rapidly over the last few years and during covid the previous way of onboarding and building trust was much harder to achieve I was at Netflix new many growth phases and this one is definitely the hardest there are a ton of talent people in the marketing department that have been there a long time eg more than 4 years but not a lot of upward mobility so it feels like folks are getting restless It has also become a much more political environment where it feels like leadership is most focused on decision making based on perception vs what is best for the work and the teams If you are a used to a political environment this may not bother you,Marketing Director,Former Employee,Los Angeles CA,Jan 30 2023
30,Netflix is not for everybody,,The best part about Netflix is that they try to pay 20 more than everybody else so the compensation is good They are not shy about spending money so travel is business class youll get a new MacBook Pro every year etc The people there tend to be very nice the catered lunch is delicious and so forth While there is still a lot of action in Los Gatos building the technology although arguably it is becoming mature as streaming is a commodity the real drama is in Los Angeles relating to content,Netflix has very strange politics because peoples jobs are at the whim of their manager In other words if a manager decides that a particular report is no longer a star he or she will get a package So given that employees are not stupid there is a lot of kissing up resulting in a lot of comedy Netflix believes in 360 feedback but everybody I know only does that to their peers and they become very political with their management chain,Senior Software Engineer,Current Employee,Los Gatos CA,May 22 2019
40,Still a great company but losing its magic,,Netflix is unlike any other company Ive worked at Theres a level of trust that you dont see at other companies and the people you work with all tend to be seniorlevel and very capable Because of that there hasnt been a hierarchy among ICs everyone leads projects and functions as a trusting peer with everyone else Its also always been a pretty lean company with process where its needed but not the influence of politics and bureaucracy But both of those are slowly changing and I fear it will soon become like every other tech company Another pro is that the compensation is 100 salary no bonuses or forced RSUs and thankfully thats not changing,Inconsistency in management across the company the addition of levels among ICs could hinder collaboration as not everyone will be equals and a hierarchy will be created the possible introduction of a locationbased salary adjustment is unjustified output stays the same the company saves money with so many working remotely Internal communication has been horrible lately which is sad and frustrating for a company that prides itself on being open and transparent,Product Designer,Current Employee,nan,Nov 20 2022
50,Love it here,,Great teammates and collaboration people seek out problems and solutions proactively Pleasant people to work with I dont dislike anyone I work with anyone that has been a problem in the past has not lasted long Interesting ongoing innovation,NAME,Senior Software Engineer,Current Employee,nan,Mar 14 2023
30,Pay is great too bad for layoffs,,Pay is great unfortunately layoffs came for most of us Depending on the team and manager the work could be really fun,General instability of the times Cant really fault Netflix but maybe if they stopped putting in for bigbudget films that are formulaic and bad that could have saved some of our jobs There are some great shows on the platform but also a ton of crap Who greenlights all these projects It reminds me of that one Oprah meme except someone on top is saying yes to every production deal that comes through its doors,Editorial,Former Employee,nan,Jan 30 2023
30,Top level execs are from traditional studios and ruined the culture,,Good ppl Hospitality for employees,Constant wave of change always whiplash because environment is unstable,Executive,Former Employee,Los Angeles CA,Mar 14 2023
50,Excellent Place to Work,,Able to work autonomously HighCaliber teammates,Few centralized recruiting processes and structures can make our toolsoperational excellence somewhat challenging,Corporate Recruiter,Current Employee,Los Gatos CA,Mar 12 2023
20,highly political,,great salary and benefits nice office creative and proactive team members,highly political success is dependent on relationship with manager how much they like your work vs how good your work is constant vying for credit and spotlight despite the freedom to do creative work there are 10 other teams that will tell you that you cant do something as it falls within their scope Time wasted debating people who are trying to stop you despite personal ability to override others opinions,Marketing Director,Former Employee,nan,Jan 17 2023
50,Great culture,,The culture was great there was room to grow,There arent many to speak of the positions were outsourced,Technical Research Analyst,Former Employee,Salt Lake City UT,Mar 6 2023
50,Animation Started off Strong in 2020 but 2022 is Looking Uncertain,,High pay though this seems to be falling off Free food only if youre in office though Freedom to work from home somewhat dependent on project though Strong artist management team Actual opportunity for career growth not just empty prom,Used to have lots of projects but have cancelledslowed many of them Used to have feature and TV under the same company which made moving between the two easy but feature has since become its own separate entity in 2022 Executive level seems like,Art Director,Current Employee,Los Angeles CA,Nov 2 2022
30,Pay is great too bad for layoffs,,Pay is great unfortunately layoffs came for most of us Depending on the team and manager the work could be really fun,General instability of the times Cant really fault Netflix but maybe if they stopped putting in for bigbudget films that are formulaic and bad that could have saved some of our jobs There are some great shows on the platform but also a ton of crap Who greenlights all these projects It reminds me of that one Oprah meme except someone on top is saying yes to every production deal that comes through its doors,Editorial,Former Employee,nan,Jan 30 2023
50,CSR1,,great pay amazing culture proactive approach to problem solving,call center repetitive work tough advancement path,Customer Service Representative CSR,Current Employee,Fremont CA,Feb 27 2023
30,Top level execs are from traditional studios and ruined the culture,,Good ppl Hospitality for employees,Constant wave of change always whiplash because environment is unstable,Executive,Former Employee,Los Angeles CA,Mar 14 2023
20,highly political,,great salary and benefits nice office creative and proactive team members,highly political success is dependent on relationship with manager how much they like your work vs how good your work is constant vying for credit and spotlight despite the freedom to do creative work there are 10 other teams that will tell you that you cant do something as it falls within their scope Time wasted debating people who are trying to stop you despite personal ability to override others opinions,Marketing Director,Former Employee,nan,Jan 17 2023
50,Great,,culture freedom pay tech industry,dont know what to say here,Senior Analytics Engineer,Current Employee,Los Angeles CA,Feb 17 2023
40,Not great for growth,,Insane perks huge salaries worklife balance,Not a good environment to grow as a professional HR looks down on the experience gained at Netflix and prefers to interview people from other studios for more senior positions,Coordinator,Current Employee,Los Angeles CA,Feb 17 2023
40,Middle Management Matters,,Great attempt at reaching company mission and goals The company values and culture seem aspirational,Aspirational missions and goals can only be accomplished if leaders andor middle management believes in and applies the companys mission and goals If they do not Aspirations are just that,Senior Legal Specialist,Former Employee,nan,Feb 2 2023
50,Love working here,,Challenging projects and smart colleagues,Achieving worklife balance may be difficult,Product Designer,Current Employee,Los Gatos CA,Feb 10 2023
30,Great for resume not for mental health,,Great benefits surrounded by smart people learned a lot pay is incredible,No worklife balance constant fear of being let go from its keeper test philosophy Leadership is often disoriented feels like USCanada are only regions that matter while APACEMEA are a strong second and LATAM is an afterthought,Manager,Former Employee,Los Gatos CA,Jan 25 2023
50,Animation Started off Strong in 2020 but 2022 is Looking Uncertain,,High pay though this seems to be falling off Free food only if youre in office though Freedom to work from home somewhat dependent on project though Strong artist management team Actual opportunity for career growth not just empty prom,Used to have lots of projects but have cancelledslowed many of them Used to have feature and TV under the same company which made moving between the two easy but feature has since become its own separate entity in 2022 Executive level seems like,Art Director,Current Employee,Los Angeles CA,Nov 2 2022
30,Theres promise but company is steering more towards process over people,,You really work with incredibly smart people I have felt challenged everyday Mental health and Carrot benefits are great Top of personal market pay Trust for expense travel and time,I dont feel like my director levels and above truly care about the people The company has started shifting towards process over people and it shows It doesnt seem like we care about the people of the company anymore I understand the needs of a,Anonymous Employee,Current Employee,nan,Oct 18 2022
50,CSR1,,great pay amazing culture proactive approach to problem solving,call center repetitive work tough advancement path,Customer Service Representative CSR,Current Employee,Fremont CA,Feb 27 2023
20,Highly Political Company with Mediocre MiddleManagement,,The pay when all engineers were senior engineers was higher than most other companies Most coworkers in the earlier Cloud days were great engineers and extremely helpful,There is a great deal of politics between Engineering orgs and even within engineering teams Even with obviously outstanding performance failing to play politics well will leave you unrewarded while others with more political savvy will be rewarded for no work at all Ultimately the manager is free to be biased foragainst employees for any reason at all Engineering managers in some orgs tend to be nontechnicalonly doing project management Although some nontechnical managers might still be good managers there are some that are horrible with poor project management skills and that dont even know what is happening in their own team Those managers tend to be employed at Netflix for many years There is no career development support here Its unlikely that the current management will do any more as new lower engineering levels are added As for the 360 review its best to avoid giving significant negative feedback as it makes coworkers defensive Everyone is afraid of anything negative that can lead to them being fired HR and management advice on 360 reviews is unrealistic and selfserving It only helps management since some managers dont know whats happening on their own teams Ultimately Netflix is a large company where experiences will differ depending on which team and organization you work in If you change teams or managers a few times though youll encounter highly toxic situations For new midlevel prospective employees avoid Netflix since the lower pay is likely not worth the extreme politics and toxicity,Senior Software Engineer,Former Employee,nan,Jun 30 2022
40,Pros and cons,,Great community Great communication Great productivity,Horrible pay rate horrible tac,Associate Producer,Current Employee,Atlanta GA,Feb 24 2023
30,Pay well but its shady,,Good pay top in the market Unlimited time off when you can Free food Freedom to use several tools and systems when you have alignment Authonomy you wont have your manager micromanaging you,You work A LOT Not inclusive for underrepresented groups You barely take advantage of unlimited time off as you always have tons of work to do You need to navigate office politics and it takes forever to proceed with projects unless you are part of the Managers are more interested in how well you will fit with the company culture instead of your deliverables You might get a low compensation compared to other privileged colleagues with the same role Leadership doesnt communicate business changes We heard about layoffs from the media instead of corporate comms which created a huge amount of stress across the board,Anonymous Employee,Former Employee,nan,Oct 18 2022
30,Great benefits but poor management culture,,Great benefits and a lot of freedom,Terrible management culture and team structure,Front End Engineer,Current Employee,nan,Feb 2 2023
40,Watcher,,What movies at home and get paid,There really isn’t cons to this,Media Watcher,Former Employee,Kansas City MO,Feb 21 2023
10,NF,,Exciting content always a challenge,Terrible leadership lots of bad behavior rewarded,Coordinator,Former Employee,San Jose CA,Mar 5 2023
50,Great,,culture freedom pay tech industry,dont know what to say here,Senior Analytics Engineer,Current Employee,Los Angeles CA,Feb 17 2023
40,less than expected,,friendship and good environment with members,bad salary less than I expected,Software Tester,Former Employee,Los Gatos CA,Feb 11 2023
30,Average,,Good Salary Microservice Architecture Ownership,Culture Management Leadership Reviews People,Senior Software Engineer,Former Employee,nan,Feb 14 2023
50,Love working here,,Challenging projects and smart colleagues,Achieving worklife balance may be difficult,Product Designer,Current Employee,Los Gatos CA,Feb 10 2023
50,bad,,i get a lot of money,I have to clean up a lot of poop,Senior Pooper Scooper,Current Employee,Birmingham AL,Feb 7 2023
50,good,,nice people and great work environment,the bathrooms are sometimes out of toiletpaper,Customer Service,Former Employee,nan,Feb 6 2023
50,good,,good to this point in time,none so far that I can think of,Consultant,Current Employee,Los Angeles CA,Feb 5 2023
50,Good WorkLife Balance,,Awesome benefits ample PTO offered fair compensation good vibes,I hear they cut this entire department out of SLC,Technical Research Analyst,Former Employee,Salt Lake City UT,Jan 30 2023
50,Incredible opportunities,,Culture is extremely unique and valuable,Can feel like going in many directions at once,Anonymous Employee,Current Employee,nan,Jan 25 2023
30,An ok place,,Supportive environment full of creative people,Low pay Bad job security,Content Writer,Former Employee,nan,Jan 25 2023
10,NF,,Exciting content always a challenge,Terrible leadership lots of bad behavior rewarded,Coordinator,Former Employee,San Jose CA,Mar 5 2023
50,Watched,,Great work environment Loved staff,Low pay high hours long days,Watcher,Former Employee,nan,Jan 14 2023
50,Great,,Great culture and great pay,Very demanding and can feel overworked sometimes,Manager,Former Employee,nan,Jan 9 2023
50,Awesome,,Great team to work with,None for me to list,Software Engineer,Former Employee,Dallas TX,Jan 10 2023
40,less than expected,,friendship and good environment with members,bad salary less than I expected,Software Tester,Former Employee,Los Gatos CA,Feb 11 2023
30,Average,,Good Salary Microservice Architecture Ownership,Culture Management Leadership Reviews People,Senior Software Engineer,Former Employee,nan,Feb 14 2023
50,Netflix is the bomb,,Learned a lot from industry professionals and had some great experiences on set,A few people in the crew were not used to working on a team but we worked through it,Production Assistant,Former Employee,nan,Dec 19 2022
50,Netflix Stop Motion Rigger,,It was a shortterm gig for a Henry Selick movie I was there for only a year and it was a great gig We did not have all the usual benefits as most Netflix employees but they treated us well and I do not have many complaints,They need to fix their email system You are inundated with emails all day and it is difficult to figure out and navigate what is important Similar to their platform you cannot find anything you want to read or watch Other than that I do not have that many cons They treated me well,Stop Motion Rigger,Current Employee,Milwaukie OR,Aug 23 2022
50,Love it,,Great place to work at,Really like the place to work,Junior Software Engineer,Former Employee,Los Angeles CA,Dec 29 2022
50,great,,great workplace and staff management,too big of a company,Creative Director,Former Employee,nan,Dec 27 2022
50,Awesome,,Great team to work with,None for me to list,Software Engineer,Former Employee,Dallas TX,Jan 10 2023
40,EA,,Great company to work for with some amazing benefits,Tough culture and cut throat envrionment,Executive Assistant,Former Employee,Los Angeles CA,Jan 6 2023
40,Good,,Good place to work for the most part,Nothing major I can think of,Senior Software Engineer,Current Employee,nan,Jan 5 2023
50,Netflix is the bomb,,Learned a lot from industry professionals and had some great experiences on set,A few people in the crew were not used to working on a team but we worked through it,Production Assistant,Former Employee,nan,Dec 19 2022
10,Dysfunctionally Transparent,,Good benefits good pay flexible schedule,The “keeper test” pressures managers to fire or be fired Culture filled with fear “red envelope”,Lab Technician,Former Employee,Los Gatos CA,Jan 18 2023
50,Netflix Stop Motion Rigger,,It was a shortterm gig for a Henry Selick movie I was there for only a year and it was a great gig We did not have all the usual benefits as most Netflix employees but they treated us well and I do not have many complaints,They need to fix their email system You are inundated with emails all day and it is difficult to figure out and navigate what is important Similar to their platform you cannot find anything you want to read or watch Other than that I do not have that many cons They treated me well,Stop Motion Rigger,Current Employee,Milwaukie OR,Aug 23 2022
50,Love it,,Great place to work at,Really like the place to work,Junior Software Engineer,Former Employee,Los Angeles CA,Dec 29 2022
50,great,,great workplace and staff management,too big of a company,Creative Director,Former Employee,nan,Dec 27 2022
50,Great Company Culture,,Good teams informational seminars reliable techHR teams,Unstable projects current office set up is a bit removed from other teams makes it hard to know whos working on what,Production Assistant,Current Employee,Burbank CA,Dec 6 2022
50,Great Job,,Lots of benefits really fun and rewarding company to work for,My job was outsourced to a different company,Call Center Agent,Former Employee,Salt Lake City UT,Dec 13 2022
50,Pretty great benefits a lot of work,,Great health benefits the company has money and it shows The team I was working with was great,Sometimes pulled very long hours,Storyboard Artist,Former Employee,Los Angeles CA,Dec 6 2022
50,Great Experience,,The people I worked with knew how to balance productivity and fun I learned a lot and had a work family I havent had elsewhere,Nothing aside from the show not getting renewed,Production Assistant,Former Employee,Atlanta GA,Nov 28 2022
50,Netflix worker,,very friendly and a good working environment,there were no cons i loved it,Communications,Current Employee,nan,Dec 11 2022
30,The Netflix Values are all talk but its a nice place to work if you are not worried about layoffs,,Netflix has the best swag and they give you a budget of 300 to buy whatever you want from their employee store Benefits are gloriously generous Their values are what everyone dreams of in a company The people I have worked with the most amazingly,The company is currently going through a financially difficult time and is cost cutting at every corner as a result including the MASS layoffs this month and last Tactless layoffs Getting laid off by someone you dont even know over the phone type of,Investigations amp Response Team,Former Employee,Salt Lake City UT,Jun 26 2022
30,Was Amazing Until the Hiring Push of 20182019,,This was the most amazing company to work for but the company hired everyone under the sun from 20182019 The company totally changed with the influx of people It use to mean something if you were hired at Netflix and it showed with the quality of the people work If you were hired 2018 you arent the cream of the crop Netflix use to pride itself on you are just one of thousands they tried to fill spots with Ironically they are letting go everyone now,Company isnt great to work at anymore,Team Manager,Current Employee,Los Angeles CA,Sep 6 2022
40,Great place to gain security experience,,Easy to acquire job If you need a job it is easier to get in Flexible schedules Starting off you will be a Special Events Officer and you choose as much or as little time and days you want to work Fast progress to higher positions If you work honest and competently it will be acknowledged and more fulltime or supervisory opportunities will open Great for gaining security experience If you are starting in the security field it is a good place to build time as a security officer if you want to further pursue other security opportunities Positions are simple and straight forward Thank goodness the job is easy otherwise unless you got full training you’d be SOL,It’s easy to acquire the job There isn’t drug testing or much of an assessment on who gets the job so just about anyone can No organization When you are new you may or may not get the full 3 DAY training I didn’t mine was 2 hours and good luck finding your way at any of the downtown venues on your first day Also working new accounts that hire City Shield are confusing even for the supervisors and takes a month or so before most not even all aspects are solid Turn over rate Since basically anyone can get in everyone gets in and don’t have good work ethic With that being said Sometimes way too strict There needs to be rules for any establishment to work but some rules conflict with the state of the company When there is so much disorganization coupled with the type of employees that are hired it seems that certain rules are used to purge then rehire the same type of employee again No benefits Vacation There’s a lot of taxes taken out of checks but not towards any benefits Also there is an app that handles all of your affairs but no where does it keep vacation time nor was it mentioned by HR Essentially you can only take time off without pay,Security Officer,Current Employee,Detroit MI,Sep 13 2022
40,Its really good,,pretty good company to work for,nothing bad to review as of now,Devops Engineer,Current Employee,nan,Dec 2 2022
40,OK company Have to be built for the culture,,good pay lots of PTO people are nicer than what the culture memo portrays,very intense team are not stable and change often and lack of diversity in senior roles,Manager,Former Employee,Los Angeles CA,Nov 11 2022
30,Great benefits Don’t expect stability,,Good compensation and great benefits Great company for networking and learning to work independently,Very reactive company to work at If you are looking for any sort of stability this is not the place for you Netflix claims to have great severance packages but currently offers less benefits than it’s competitors Nobody is guaranteed Not even pregnant employees or the ones on maternity leave The company focuses on results only,Anonymous Employee,Former Employee,Los Angeles CA,Sep 27 2022
40,Fast moving innovative company,,As expected Netflix pays well strong benefits and perks Netflix is fast paced and always changing for me this was a pro but to others could be a con,While a large established company its does value people over process so lots of grey areas on how things should get done,Sr Recruiter,Former Employee,nan,Oct 26 2022
50,Spectacular company,,Working with the smartest people in the industry is the best thing,No complaints really other than lack of structure But it is not Amazon after all so this is expected,Software Engineer,Current Employee,Los Gatos CA,Nov 15 2022
40,Mech,,Good work in mech is appreciated,Non good work is important,Mechanical Engineer,Current Employee,Portland ME,Dec 3 2022
50,Rate,,Great medical 401k perks friendly inclusive,Can be very corporate at times,Puppet Fabricator,Former Employee,Portland OR,Dec 2 2022
50,Love it,,Great people great culture great product,Its now a competitive landscape in streaming were not the only game in town anymore Not exactly a con but its something to understand,Engineering Manager,Current Employee,nan,Nov 12 2022
40,Job sucks,,We get free Netflix from working there,Customers are really annoying overall,Customer Service Representative,Former Employee,nan,Nov 28 2022
40,Dream Job turned Corporate Machine,,Good work environment if teams subscribes to the culture Company transparency for mostly all production materials Good pay Free food,Loss of autonomy as company grew Endless amount of process concealed as workflow Nearly impossible to grow on a number of teams,Production Coordinator,Former Employee,Los Angeles CA,Oct 3 2022
50,great team,,cosy environment high pay and experienced team,strict return offer to get,Intern,Former Employee,nan,Nov 26 2022
50,Best work experience I’ve ever had,,Great team considerate management realistic work expectations,The project came to an end,Silicone Caster and Seamer,Former Employee,Milwaukie OR,Oct 30 2022
50,good company to work,,variety of work and great colleagues to learn and work with,continuous changing environment so you need to be flexible and adapt,Anonymous Employee,Current Employee,Burbank CA,Nov 13 2022
30,Dynamic business,,An agile company focused on living its culture intentionally,Tremendous potential to shape its environment but a lowkey approach in certain areas,Director of Public Affairs,Current Employee,nan,Nov 16 2022
50,Great company,,Benefits are great and culture is unbeatable,Company is willing to layoff employees rather than find other ways to cut costs,Finance Associate,Former Employee,Los Angeles CA,Oct 17 2022
50,Producer,,Amazing benefits and great pay,Extremely long work days but paid overtime,Producer,Former Employee,Los Angeles CA,Oct 26 2022
50,Fast paced niche performance based culture,,Performance culture so you dont see many people coasting or restvesting Every IC is the same title so you can be in a room with folks who have been at the company for 1015 years or are giants in the industry and your voice is heard at the same,Ecosystem is massive so its hard to know how to do everything Little documentation so its hard to know how something works adhoc you have to go to the team and ask questions Because everyone is at the same title growth is horizontal you will,Senior Security Engineer,Current Employee,Los Gatos CA,Sep 18 2021
50,Great freedom,,Netflix gives full freedom to employees to do work which feels good,but sometimes this means lack of help from team members and lack of growth opportunities,Analytics Engineer 5,Current Employee,nan,Oct 5 2022
50,Netflix Model Designer,,Pays better than the Union minimum,Short seasons which means youll only be employed for 6 months to a year,Model Designer,Current Employee,Burbank CA,Oct 7 2022
50,Top Tier,,Great Culture Freedom Responsibility,There is a lot of favoritism that takes place If you are a hard worker it almost means nothing if you aren’t a favorite in your org,Anonymous Employee,Former Employee,nan,Sep 25 2022
30,The Netflix Values are all talk but its a nice place to work if you are not worried about layoffs,,Netflix has the best swag and they give you a budget of 300 to buy whatever you want from their employee store Benefits are gloriously generous Their values are what everyone dreams of in a company The people I have worked with the most amazingly,The company is currently going through a financially difficult time and is cost cutting at every corner as a result including the MASS layoffs this month and last Tactless layoffs Getting laid off by someone you dont even know over the phone type of,Investigations amp Response Team,Former Employee,Salt Lake City UT,Jun 26 2022
50,Streaming,,Movies playing great sounds good People live streaming fun place to have a job if I’m watching all the time thanks be blessed,No I love Netflix I just would love a job streaming movies,Streamer,Former Employee,nan,Sep 20 2022
50,Great Company to Work For,,Great to their employees Good work to life balance,You have to negotiate foe your pay,Administrative Assistant,Former Employee,nan,Oct 6 2022
50,Phenomenal place to work,,An incredible employer that anchors itself in its culture and holds employees accountable to be the best they can,A volatile working environment that has had challenges to scaling its ways of working and culture at pace,Anonymous Employee,Former Employee,nan,Sep 14 2022
30,Was Amazing Until the Hiring Push of 20182019,,This was the most amazing company to work for but the company hired everyone under the sun from 20182019 The company totally changed with the influx of people It use to mean something if you were hired at Netflix and it showed with the quality of the people work If you were hired 2018 you arent the cream of the crop Netflix use to pride itself on you are just one of thousands they tried to fill spots with Ironically they are letting go everyone now,Company isnt great to work at anymore,Team Manager,Current Employee,Los Angeles CA,Sep 6 2022
50,FastPaced in all aspects,,Brilliant minds working to solve collective pain points company wide,Like any work place serving many masters the work its results and cultural ideology can bump up against each other resulting in a disjointed experience,Anonymous Employee,Former Employee,nan,Sep 15 2022
40,Great place to gain security experience,,Easy to acquire job If you need a job it is easier to get in Flexible schedules Starting off you will be a Special Events Officer and you choose as much or as little time and days you want to work Fast progress to higher positions If you work honest and competently it will be acknowledged and more fulltime or supervisory opportunities will open Great for gaining security experience If you are starting in the security field it is a good place to build time as a security officer if you want to further pursue other security opportunities Positions are simple and straight forward Thank goodness the job is easy otherwise unless you got full training you’d be SOL,It’s easy to acquire the job There isn’t drug testing or much of an assessment on who gets the job so just about anyone can No organization When you are new you may or may not get the full 3 DAY training I didn’t mine was 2 hours and good luck finding your way at any of the downtown venues on your first day Also working new accounts that hire City Shield are confusing even for the supervisors and takes a month or so before most not even all aspects are solid Turn over rate Since basically anyone can get in everyone gets in and don’t have good work ethic With that being said Sometimes way too strict There needs to be rules for any establishment to work but some rules conflict with the state of the company When there is so much disorganization coupled with the type of employees that are hired it seems that certain rules are used to purge then rehire the same type of employee again No benefits Vacation There’s a lot of taxes taken out of checks but not towards any benefits Also there is an app that handles all of your affairs but no where does it keep vacation time nor was it mentioned by HR Essentially you can only take time off without pay,Security Officer,Current Employee,Detroit MI,Sep 13 2022
50,The best company I’ve worked at so far,,Netflix is a top tier company that truly cares for its employees Netflix always keeps an open mind and goes above and beyond for its employees and the culture Freedom and responsibility and feedback is huge at Netflix I wish more companies put more emphasis on this Most people are afraid of the “constant feedback” I was too but it really helps with the way you work only makes you better and the relationships with your colleagues There is no guessing on where you stand Surrounded by stunning colleagues who are the best at what they do and are very genuine respectful and empathetic The benefits are amazing,None that I can think of,Executive Assistant,Current Employee,nan,May 30 2022
50,Netflix Tagger,,Remote work is favorable for me,Promises are just thatpromises and should be kept,Not Applicable,Current Employee,nan,Oct 6 2022
50,Stop Motion Set Dresser for Wendell and Wild,,Fantastic Benefits great slack community through Netflix Animation Wonderful crew excellent leadership,The department was recently downsized stop motion is largely nonunion set dressing is a very active job and can result in workplace accidents,Set Dresser,Former Employee,Portland OR,Sep 5 2022
50,Great Place to Work,,Very competitive pay and competent teams to grow with,A lot of turnover constant corporate level changes,Production Coordinator,Current Employee,Burbank CA,Sep 29 2022
40,Its really good,,pretty good company to work for,nothing bad to review as of now,Devops Engineer,Current Employee,nan,Dec 2 2022
40,OK company Have to be built for the culture,,good pay lots of PTO people are nicer than what the culture memo portrays,very intense team are not stable and change often and lack of diversity in senior roles,Manager,Former Employee,Los Angeles CA,Nov 11 2022
30,Great benefits Don’t expect stability,,Good compensation and great benefits Great company for networking and learning to work independently,Very reactive company to work at If you are looking for any sort of stability this is not the place for you Netflix claims to have great severance packages but currently offers less benefits than it’s competitors Nobody is guaranteed Not even pregnant employees or the ones on maternity leave The company focuses on results only,Anonymous Employee,Former Employee,Los Angeles CA,Sep 27 2022
40,Good Company to work for but over time things change,,good pay working independently wfh remotehybrid options great benefits time off for the Holidays,overspending then hiring those to reduce costs so then cutting others out so people loose their jobs not thorough in hiring strong leadership roles in upper management inefficient upper management in some areas of the company tv post,Production Office Manager,Former Employee,nan,May 26 2022
50,Great,,Everything was super great here,Nothing was bad here at all,Finance Manager,Former Employee,nan,Oct 29 2022
50,Great company,,Benefits are great and culture is unbeatable,Company is willing to layoff employees rather than find other ways to cut costs,Finance Associate,Former Employee,Los Angeles CA,Oct 17 2022
40,Big org with lots of changes,,NAME,NAME,Partner Engagement Manager,Current Employee,nan,Oct 14 2022
50,Producer,,Amazing benefits and great pay,Extremely long work days but paid overtime,Producer,Former Employee,Los Angeles CA,Oct 26 2022
40,If you put in the work effort and always looking to improve and grow yourself its the place for you,,Culture Growth striving for member joy innovative,Nothing should come as a surprise You have to put in the hard work and long hours if needed Do whats best for the business which can seem impersonal at times,Project Coordinator,Current Employee,nan,Sep 2 2022
50,Fast paced niche performance based culture,,Performance culture so you dont see many people coasting or restvesting Every IC is the same title so you can be in a room with folks who have been at the company for 1015 years or are giants in the industry and your voice is heard at the same,Ecosystem is massive so its hard to know how to do everything Little documentation so its hard to know how something works adhoc you have to go to the team and ask questions Because everyone is at the same title growth is horizontal you will,Senior Security Engineer,Current Employee,Los Gatos CA,Sep 18 2021
50,Great freedom,,Netflix gives full freedom to employees to do work which feels good,but sometimes this means lack of help from team members and lack of growth opportunities,Analytics Engineer 5,Current Employee,nan,Oct 5 2022
50,Netflix Model Designer,,Pays better than the Union minimum,Short seasons which means youll only be employed for 6 months to a year,Model Designer,Current Employee,Burbank CA,Oct 7 2022
